area_name,year,group_name,sub_group_name,persons_acquitted,persons_against_whom_cases_compounded_or_withdrawn,persons_arrested,persons_chargesheeted,persons_convicted,persons_in_custody_or_on_bail_during_investigation_at_year_beginning,persons_in_custody_or_on_bail_during_investigation_at_year_end,persons_in_custody_or_on_bail_during_trial_at_year_end,persons_released_or_freed_by_police_or_magistrate_before_trial_for_want_of_evidence_or_any_other_reason,persons_trial_completed,persons_under_trial_at_year_beginning,total_persons_under_trial
Jharkhand,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,76,182,1141,678,0,653,1081,1658,35,76,1238,1916
Karnataka,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,3315,354,3488,3359,185,329,364,7346,94,3500,7841,11200
Kerala,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,5172,198,6771,6461,507,1152,1419,19809,43,5679,19225,25686
Lakshadweep,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,1,0,0,0,1,0,0,0,0,0
Madhya Pradesh,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2837,1863,8416,8406,1941,67,77,34545,0,4778,32780,41186
Maharashtra,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,11943,1288,24060,22924,424,2453,3575,145920,14,12367,136651,159575
Manipur,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,6,0,0,13,17,3,2,0,3,3
Meghalaya,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,8,5,0,1,4,10,0,0,5,10
Mizoram,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1,0,5,4,3,0,1,0,0,4,0,4
Odisha,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1058,0,2661,2522,241,222,359,9995,2,1299,8772,11294
Puducherry,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,3,0,31,27,5,0,4,27,0,8,8,35
Punjab,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,811,30,1683,1377,276,1417,1578,6711,145,1087,6451,7828
Rajasthan,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,3402,1265,8277,8288,2153,39,28,31398,0,5555,29930,38218
Sikkim,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1,1,4,3,1,2,3,0,0,2,0,3
Tamil Nadu,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1964,19,2392,2355,480,544,504,4969,77,2444,5077,7432
Tripura,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,470,0,857,564,110,186,184,706,295,580,722,1286
Uttar Pradesh,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,4084,1826,14590,13286,5630,1874,1923,47018,1255,9714,45272,58558
Uttarakhand,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,132,267,989,828,83,205,265,3091,101,215,2745,3573
West Bengal,2006,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,5142,116,15354,12218,1350,5132,7375,51664,893,6492,46054,58272
Andaman & Nicobar Islands,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,6,0,34,14,4,3,23,49,0,10,45,59
Andhra Pradesh,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,8737,3013,18016,17322,2495,5428,5537,27637,585,11232,24560,41882
Arunachal Pradesh,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2,0,18,16,0,2,2,53,2,2,39,55
Assam,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1734,239,3818,2479,265,1809,2103,4378,1045,1999,4137,6616
Bihar,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2269,344,3973,2968,304,2228,3059,11836,174,2573,11785,14753
Chandigarh,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,44,0,143,108,1,64,76,649,23,45,586,694
Chhattisgarh,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,791,317,2195,2149,294,67,113,7362,0,1085,6615,8764
Dadra & Nagar Haveli,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,3,0,3,4,0,1,0,37,0,3,36,40
Daman & Diu,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,19,17,0,0,0,39,2,0,22,39
Delhi,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,416,0,2688,2153,188,1077,1593,14184,19,604,12635,14788
Goa,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,35,4,47,27,1,19,35,127,4,36,140,167
Gujarat,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,5757,910,18050,18053,385,1203,1200,89265,0,6142,78264,96317
Haryana,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2037,65,3880,3676,255,378,582,13840,0,2292,12521,16197
Himachal Pradesh,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,330,135,718,673,18,84,129,2411,0,348,2221,2894
Jammu & Kashmir,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,66,45,320,321,0,3,2,687,0,66,477,798
Jharkhand,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,845,97,1193,1078,211,1081,1076,1583,120,1056,1658,2736
Karnataka,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,3086,191,4182,4032,220,364,418,7881,96,3306,7346,11378
Kerala,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,5162,230,6626,6650,250,1419,1388,20817,7,5412,19809,26459
Lakshadweep,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,0,0,0,1,1,0,0,0,0,0
Madhya Pradesh,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,3642,2360,9424,9407,2185,77,94,35765,0,5827,34545,43952
Maharashtra,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,12956,1459,24745,23719,429,3575,4570,154795,31,13385,145920,169639
Manipur,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,15,0,0,17,13,3,19,0,3,3
Meghalaya,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,1,13,5,0,4,8,14,4,0,10,15
Mizoram,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,1,1,0,0,0,1,0,0,0,1
Nagaland,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,0,1,0,1,0,1,0,0,0,1
Odisha,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,774,0,2089,1805,434,359,643,10592,0,1208,9995,11800
Puducherry,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,10,0,39,41,0,4,2,58,0,10,27,68
Punjab,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1045,22,1911,1522,237,1578,1782,6929,185,1282,6711,8233
Rajasthan,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2962,1420,8486,8473,2235,28,41,33254,0,5197,31398,39871
Sikkim,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,8,7,2,3,4,5,0,2,0,7
Tamil Nadu,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1818,13,3538,3145,431,504,806,5852,91,2249,4969,8114
Tripura,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,526,78,618,735,110,184,31,727,36,636,706,1441
Uttar Pradesh,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,7137,1895,23465,18692,7214,1923,2709,49464,3987,14351,47018,65710
Uttarakhand,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,198,380,1437,1000,366,265,379,3147,323,564,3091,4091
West Bengal,2007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,6714,226,14700,15030,293,7375,6625,59461,420,7007,51664,66694
Andaman & Nicobar Islands,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2,0,23,33,0,23,13,80,0,2,49,82
Andhra Pradesh,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,7448,6870,19398,19011,1578,5537,5206,30752,718,9026,27637,46648
Arunachal Pradesh,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,3,0,12,9,0,2,4,59,1,3,53,62
Assam,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1620,316,3577,2489,263,2103,2392,4668,799,1883,4378,6867
Bihar,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2043,330,3732,3138,357,3059,3628,12244,25,2400,11836,14974
Chandigarh,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,40,0,80,43,3,76,88,649,25,43,649,692
Chhattisgarh,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,852,195,2297,2254,355,113,154,8214,2,1207,7362,9616
Dadra & Nagar Haveli,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,9,0,11,11,0,0,0,39,0,9,37,48
Daman & Diu,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,5,0,20,20,0,0,0,54,0,5,39,59
Delhi,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,878,0,725,1340,127,1593,465,14519,513,1005,14184,15524
Goa,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,25,0,23,29,0,35,24,131,5,25,127,156
Gujarat,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,7833,1128,18602,18640,360,1200,1162,98584,0,8193,89265,107905
Haryana,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2549,107,3712,3792,274,582,502,14702,0,2823,13840,17632
Himachal Pradesh,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,301,62,731,710,19,129,148,2739,2,320,2411,3121
Jammu & Kashmir,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,72,104,290,289,5,2,3,795,0,77,687,976
Jharkhand,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,649,104,1651,1359,278,1076,1320,1911,48,927,1583,2942
Karnataka,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,3105,247,4827,4479,219,418,699,8789,67,3324,7881,12360
Kerala,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,4533,240,6303,6311,288,1388,1375,22067,5,4821,20817,27128
Lakshadweep,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,0,0,0,1,1,0,0,0,0,0
Madhya Pradesh,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,4609,2133,10196,10183,5180,94,107,34026,0,9789,35765,45948
Maharashtra,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,14888,2762,25979,25211,439,4570,5329,161917,9,15327,154795,180006
Manipur,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,12,0,0,13,10,3,15,0,3,3
Meghalaya,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2,2,29,6,2,8,25,14,6,4,14,20
Mizoram,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,5,5,2,0,0,4,0,2,1,6
Nagaland,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1,0,4,2,2,0,2,0,0,3,1,3
Odisha,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1126,0,2121,2140,213,643,624,11393,0,1339,10592,12732
Puducherry,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,8,0,16,13,0,2,5,63,0,8,58,71
Punjab,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,892,3,1963,2003,243,1782,1631,7794,111,1135,6929,8932
Rajasthan,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,3203,1024,8027,8015,2228,41,53,34814,0,5431,33254,41269
Sikkim,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,5,8,0,4,1,13,0,0,5,13
Tamil Nadu,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1495,10,3351,3188,602,806,907,6933,62,2097,5852,9040
Tripura,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,445,38,1064,906,34,31,0,1116,189,479,727,1633
Uttar Pradesh,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,7767,2375,27984,22114,9232,2709,3226,52204,5353,16999,49464,71578
Uttarakhand,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,381,175,570,603,550,379,77,2644,269,931,3147,3750
West Bengal,2008,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,6495,46,17521,16123,224,6625,7616,68819,407,6719,59461,75584
Andaman & Nicobar Islands,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,3,0,35,38,0,13,10,115,0,3,80,118
Andhra Pradesh,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,9626,5554,19018,17746,1451,5206,5893,31867,585,11077,30752,48498
Arunachal Pradesh,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,4,0,12,14,3,4,2,66,0,7,59,73
Assam,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1508,182,5753,2933,326,2392,3272,5585,1940,1834,4668,7601
Bihar,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2635,415,4939,3910,474,3628,4617,12630,40,3109,12244,16154
Chandigarh,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,36,0,28,35,15,88,63,633,18,51,649,684
Chhattisgarh,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,997,174,2462,2447,131,154,163,9359,6,1128,8214,10661
Dadra & Nagar Haveli,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,6,0,0,0,0,0,0,33,0,6,39,39
Daman & Diu,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,15,0,4,4,0,0,0,43,0,15,54,58
Delhi,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,480,0,658,1052,103,465,15,14988,56,583,14519,15571
Goa,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,35,0,46,26,0,24,39,122,5,35,131,157
Gujarat,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,8876,1015,17595,17791,623,1162,966,105861,0,9499,98584,116375
Haryana,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2602,64,3661,3696,309,502,463,15423,4,2911,14702,18398
Himachal Pradesh,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,350,141,648,704,25,148,92,2927,0,375,2739,3443
Jammu & Kashmir,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,51,159,469,468,8,3,4,1045,0,59,795,1263
Jharkhand,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,756,107,1560,1465,381,1320,1387,2132,28,1137,1911,3376
Karnataka,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,3567,334,5784,5680,207,699,658,10361,145,3774,8789,14469
Kerala,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,4769,420,5828,6307,423,1375,889,22762,7,5192,22067,28374
Lakshadweep,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1,0,2,2,0,1,1,1,0,1,0,2
Madhya Pradesh,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,4695,2553,11182,11172,2511,107,117,35439,0,7206,34026,45198
Maharashtra,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,14859,1858,29493,28238,323,5329,6578,173115,6,15182,161917,190155
Manipur,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,25,0,0,10,24,3,11,0,3,3
Meghalaya,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2,0,6,16,1,25,13,27,2,3,14,30
Mizoram,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,4,4,8,0,0,0,0,8,4,8
Nagaland,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,0,2,2,2,0,0,0,2,0,2
Odisha,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1603,0,2915,2825,209,624,714,12406,0,1812,11393,14218
Puducherry,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,26,0,21,26,2,5,0,61,0,28,63,89
Punjab,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,914,10,1871,1650,420,1631,1700,8100,152,1334,7794,9444
Rajasthan,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2919,1324,9326,9344,2247,53,35,37668,0,5166,34814,44158
Sikkim,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,2,12,8,9,1,3,10,2,9,13,21
Tamil Nadu,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2089,1,2697,2714,656,907,834,6901,56,2745,6933,9647
Tripura,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,511,415,1760,1249,57,0,194,1382,317,568,1116,2365
Uttar Pradesh,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,8041,3017,31807,23846,9685,3226,3822,55307,7365,17726,52204,76050
Uttarakhand,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,135,62,890,787,280,77,146,2954,34,415,2644,3431
West Bengal,2009,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,7222,345,13884,13473,231,7616,7426,74494,601,7453,68819,82292
Andaman & Nicobar Islands,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2,0,12,22,0,10,0,135,0,2,115,137
Andhra Pradesh,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,10464,5746,21572,22299,1554,5893,4801,36402,365,12018,31867,54166
Arunachal Pradesh,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2,0,11,8,1,2,3,71,2,3,66,74
Assam,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2010,233,6208,3762,390,3272,3664,6714,2054,2400,5585,9347
Bihar,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2421,405,3850,3630,390,4617,4647,13044,190,2811,12630,16260
Chandigarh,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,77,0,18,20,9,63,32,567,29,86,633,653
Chhattisgarh,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1169,338,2450,2407,339,163,155,9920,51,1508,9359,11766
Dadra & Nagar Haveli,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,14,9,3,0,5,39,0,3,33,42
Daman & Diu,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2,0,6,5,0,0,1,46,0,2,43,48
Delhi,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,719,0,878,838,147,15,5,14960,50,866,14988,15826
Goa,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,12,0,41,42,0,39,32,152,6,12,122,164
Gujarat,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,9050,440,16877,16768,784,966,1075,112355,0,9834,105861,122629
Haryana,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,3631,51,4057,3794,531,463,726,15004,0,4162,15423,19217
Himachal Pradesh,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,309,123,677,664,26,92,105,3133,0,335,2927,3591
Jammu & Kashmir,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,69,161,418,412,6,4,10,1221,0,75,1045,1457
Jharkhand,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1688,35,1600,2361,411,1387,610,2359,16,2099,2132,4493
Karnataka,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,3921,449,6515,5832,183,658,869,11640,472,4104,10361,16193
Kerala,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,4692,195,7522,7492,222,889,919,25145,0,4914,22762,30254
Lakshadweep,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,0,0,0,1,1,1,0,0,1,1
Madhya Pradesh,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,4552,2064,10253,10269,2708,117,96,36384,5,7260,35439,45708
Maharashtra,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,18221,1786,28261,27819,344,6578,6993,180583,27,18565,173115,200934
Manipur,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,13,0,0,24,34,3,3,0,3,3
Meghalaya,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2,3,11,9,0,13,12,31,3,2,27,36
Mizoram,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,3,3,2,0,0,1,0,2,0,3
Nagaland,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,3,3,3,0,0,0,0,3,0,3
Odisha,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2380,0,4840,4822,258,714,732,14590,0,2638,12406,17228
Puducherry,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,13,0,9,9,0,0,0,57,0,13,61,70
Punjab,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1010,12,2159,2132,355,1676,1580,8144,123,1365,7389,9521
Rajasthan,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,2701,1292,9113,9096,2115,35,52,40656,0,4816,37668,46764
Sikkim,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,0,0,4,3,0,3,4,13,0,0,10,13
Tamil Nadu,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,1917,2,2981,2860,519,834,918,7323,37,2436,6901,9761
Tripura,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,632,135,1172,873,67,194,321,1421,172,699,1382,2255
Uttar Pradesh,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,10430,1162,29853,22468,11741,3822,3999,54442,7208,22171,55307,77775
Uttarakhand,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,586,69,625,588,518,146,156,2369,27,1104,2954,3542
West Bengal,2010,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,7768,554,18387,19464,211,7426,5570,85425,779,7979,74494,93958
Andaman & Nicobar Islands,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Importation of Girls,07. Importation of Girls,0,0,6,4,0,0,2,4,0,0,0,4
Arunachal Pradesh,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2001,Importation of Girls,07. Importation of Girls,14,0,179,100,0,24,97,147,6,14,61,161
Chandigarh,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2001,Importation of Girls,07. Importation of Girls,43,0,8,8,27,0,0,19,0,70,81,89
Karnataka,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,2001,Importation of Girls,07. Importation of Girls,0,0,11,11,0,0,0,11,0,0,0,11
Manipur,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,13,0,0,13,13
Puducherry,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2001,Importation of Girls,07. Importation of Girls,0,0,2,2,0,0,0,2,0,0,0,2
Sikkim,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2001,Importation of Girls,07. Importation of Girls,4,0,12,12,2,0,0,6,0,6,0,12
Tripura,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2001,Importation of Girls,07. Importation of Girls,0,0,0,0,5,0,0,10,0,5,15,15
West Bengal,2001,Importation of Girls,07. Importation of Girls,0,0,2,1,0,0,1,6,0,0,5,6
Andaman & Nicobar Islands,2002,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Importation of Girls,07. Importation of Girls,0,0,0,0,0,2,0,4,2,0,4,4
Arunachal Pradesh,2002,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2002,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2002,Importation of Girls,07. Importation of Girls,18,0,63,96,0,97,45,225,19,18,147,243
Chandigarh,2002,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2002,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2002,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2002,Importation of Girls,07. Importation of Girls,0,0,0,0,0,0,0,0,0,0,0,0
