area_name,year,group_name,sub_group_name,ph_houses_provided_by_department,ph_houses_provided_on_leaserentgpra,ph_sanctioned_strength
Andaman & Nicobar Islands,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),923
Andhra Pradesh,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),37830
Arunachal Pradesh,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),2382
Assam,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),61
Bihar,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),5427
Chandigarh,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1792
Chhattisgarh,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),90
Dadra & Nagar Haveli,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),
Daman & Diu,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),69
Delhi,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),5228
Goa,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),980
Gujarat,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),29775
Haryana,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),8567
Himachal Pradesh,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),2327
Jammu & Kashmir,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),4527
Jharkhand,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),2701
Karnataka,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),25202
Kerala,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),6359
Lakshadweep,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),179
Madhya Pradesh,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),18419
Maharashtra,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),78182
Manipur,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),105
Meghalaya,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),2050
Mizoram,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1265
Nagaland,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),585
Odisha,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),7855
Puducherry,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),793
Punjab,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),11102
Rajasthan,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),13749
Sikkim,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),394
Tamil Nadu,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),39845
Tripura,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1942
Uttar Pradesh,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),43247
Uttarakhand,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),3763
West Bengal,2007,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),6710
Andaman & Nicobar Islands,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),948
Andhra Pradesh,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),38104
Arunachal Pradesh,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),2382
Assam,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),67
Bihar,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),5427
Chandigarh,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1792
Chhattisgarh,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),3788
Dadra & Nagar Haveli,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),
Daman & Diu,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),69
Delhi,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),5224
Goa,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1052
Gujarat,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),31522
Haryana,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),8676
Himachal Pradesh,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),2380
Jammu & Kashmir,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),4527
Jharkhand,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),6313
Karnataka,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),39324
Kerala,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),7071
Lakshadweep,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),179
Madhya Pradesh,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),24070
Maharashtra,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),78162
Manipur,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),105
Meghalaya,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1989
Mizoram,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1268
Nagaland,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),580
Odisha,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),7969
Puducherry,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),793
Punjab,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),10982
Rajasthan,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),13749
Sikkim,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),394
Tamil Nadu,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),40735
Tripura,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1942
Uttar Pradesh,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),43247
Uttarakhand,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),3933
West Bengal,2008,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),10338
Andaman & Nicobar Islands,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),927
Andhra Pradesh,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),38204
Arunachal Pradesh,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),2568
Assam,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),67
Bihar,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),5513
Chandigarh,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1797
Chhattisgarh,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),302
Dadra & Nagar Haveli,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),
Daman & Diu,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),69
Delhi,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),5242
Goa,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1052
Gujarat,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),34120
Haryana,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),9195
Himachal Pradesh,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),2380
Jammu & Kashmir,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),4527
Jharkhand,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),2589
Karnataka,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),39906
Kerala,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),7071
Lakshadweep,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),148
Madhya Pradesh,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),0
Maharashtra,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),79042
Manipur,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),116
Meghalaya,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),2210
Mizoram,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1268
Nagaland,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),535
Odisha,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),7969
Puducherry,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),817
Punjab,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),88
Rajasthan,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),13749
Sikkim,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),394
Tamil Nadu,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),41413
Tripura,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1942
Uttar Pradesh,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),43247
Uttarakhand,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1658
West Bengal,2009,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),10338
Andaman & Nicobar Islands,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),980
Andhra Pradesh,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),38228
Arunachal Pradesh,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),2593
Assam,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),70
Bihar,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),5069
Chandigarh,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1797
Chhattisgarh,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),3747
Dadra & Nagar Haveli,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),177
Daman & Diu,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),69
Delhi,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),6143
Goa,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),935
Gujarat,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),35482
Haryana,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),19558
Himachal Pradesh,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),2430
Jammu & Kashmir,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),5895
Jharkhand,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),738
Karnataka,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),41454
Kerala,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),6386
Lakshadweep,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),148
Madhya Pradesh,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),25845
Maharashtra,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),79052
Manipur,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),116
Meghalaya,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),2210
Mizoram,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1268
Nagaland,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),601
Odisha,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),8059
Puducherry,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),817
Punjab,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),132
Rajasthan,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),13749
Sikkim,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),394
Tamil Nadu,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),43427
Tripura,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),1942
Uttar Pradesh,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),29348
Uttarakhand,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),4267
West Bengal,2010,PH_Lower Subordinates (Constables,Head Constables etc.),3. Lower SubOrdinates (Constables,Head Constables & Class-IV Subordinate Staff),14793
