column_a,column_b,column_c,column_d,column_e,column_f,column_g,column_h,column_i,column_j,column_k
STATE/UT,YEAR,Place Of Occurrence,Dacoity (Section 395-398 IPC) - Number of cases registered,Dacoity (Section 395-398 IPC) - Value Of Property Stolen (in rupees),"Robbery(Section 392-394, 397, 398 IPC) - Number of cases registered","Robbery(Section 392-394, 397, 398 IPC) - Value Of Property Stolen (in rupees)","Burglary(Section 449-452, 454, 455, 457-460 IPC) - Number of cases registered","Burglary(Section 449-452, 454, 455, 457-460 IPC) - Value Of Property Stolen (in rupees)",Theft (Section 379-382 IPC) - Number of cases registered,Theft (Section 379-382 IPC) - Value Of Property Stolen (in rupees)
Assam,2006,OTHERS RLY.,3,1598200,4,130000,57,517225,598,16570112
Assam,2006,BANKS,5,4492030,13,45000,0,0,1,776589
Assam,2006,COMMERCIAL ESTABLISHMENTS,15,1679170,70,1165682,415,16189943,975,196815542
Assam,2006,OTHER PLACES,48,4887189,168,5081275,707,7371954,2499,82647360
Assam,2006,TOTAL (MANUAL),319,25923980,544,11828104,2911,35783913,7820,363131214
Assam,2007,RESIDENTIAL PREMISES,182,6298960,140,4935303,1253,18671753,3233,33544196
Assam,2007,HIGH-WAY,38,2108772,64,2462903,157,1326184,385,10885178
Assam,2007,RIVER & SEA,1,65000,3,247000,11,124232,2,19000
Assam,2007,RAILWAYS,3,85450,13,106000,5,26063,72,340390
Assam,2007,RUNNING TRAINS,1,10450,4,2000,0,0,0,0
Assam,2007,OTHERS RLY.,2,75000,9,104000,5,26063,72,340390
Assam,2007,BANKS,0,0,0,0,0,0,34,408000
Assam,2007,COMMERCIAL ESTABLISHMENTS,19,711988,76,1606265,395,6540682,930,33391075
Assam,2007,OTHER PLACES,56,5343075,200,5090519,782,9596298,3098,24260485
Assam,2007,TOTAL (MANUAL),299,14613245,496,14447990,2603,36285212,7754,102848324
Assam,2008,RESIDENTIAL PREMISES,190,11923896,213,9493691,1643,39660861,3350,56850952
Assam,2008,HIGH-WAY,36,4234028,76,5037385,29,391485,219,2767049
Assam,2008,RIVER & SEA,6,219000,3,255000,1,48000,15,487000
Assam,2008,RAILWAYS,5,53000,1,32000,0,0,9,183222
Assam,2008,RUNNING TRAINS,5,53000,1,32000,0,0,7,45622
Assam,2008,OTHERS RLY.,0,0,0,0,0,0,2,137600
Assam,2008,BANKS,2,1160690,0,0,0,0,2,42000
Assam,2008,COMMERCIAL ESTABLISHMENTS,25,2404310,51,2517923,437,12437069,961,24147896
Assam,2008,OTHER PLACES,48,6141222,224,9211937,1037,13647717,3456,61585802
Assam,2008,TOTAL (MANUAL),312,26136146,568,26547936,3147,66185132,8012,146063921
Assam,2009,RESIDENTIAL PREMISES,172,35194536,337,11819259,2166,28266448,4265,231782045
Assam,2009,HIGH-WAY,22,2232450,60,4060068,47,3119940,207,12672200
Assam,2009,RIVER & SEA,1,75000,0,0,0,0,1,40000
Assam,2009,RAILWAYS,1,35370,0,0,3,29000,27,395525
Assam,2009,RUNNING TRAINS,1,35370,0,0,3,29000,27,395525
Assam,2009,OTHERS RLY.,0,0,0,0,0,0,0,0
Assam,2009,BANKS,1,939100,1,1150000,15,55800,2,3028928
Assam,2009,COMMERCIAL ESTABLISHMENTS,13,749650,43,1445011,339,7603108,761,27967865
Assam,2009,OTHER PLACES,41,10523786,239,8530167,579,17456740,2381,70442210
Assam,2009,TOTAL (MANUAL),251,49749892,680,27004505,3149,56531036,7644,346328773
Assam,2010,RESIDENTIAL PREMISES,104,6823630,152,2404299,1215,18229641,1751,42724362
Assam,2010,HIGH-WAY,26,4546050,50,2971455,82,741300,208,8664100
Assam,2010,RIVER & SEA,0,0,0,0,0,0,2,10000
Assam,2010,RAILWAYS,8,208920,6,159000,6,663802,95,2348392
Assam,2010,RUNNING TRAINS,8,208920,5,104000,3,532802,28,498340
Assam,2010,OTHERS RLY.,0,0,1,55000,3,131000,67,1850052
Assam,2010,BANKS,0,0,2,90000,1,102500,8,1144792
Assam,2010,COMMERCIAL ESTABLISHMENTS,24,2512200,81,1538000,405,6237147,828,22791559
Assam,2010,OTHER PLACES,86,32713155,371,6583836,1749,10051327,4968,207825606
Assam,2010,TOTAL (MANUAL),248,46803955,662,13746590,3458,36025717,7860,285508811
Assam,2011,RESIDENTIAL PREMISES,217,25490468,306,6359055,1681,34444110,3830,135707655
Assam,2011,HIGH-WAY,20,1095807,89,5680028,57,3645530,79,6747001
Assam,2011,RIVER & SEA,0,0,0,0,0,0,0,0
Assam,2011,RAILWAYS,0,0,0,0,0,0,0,0
Assam,2011,RUNNING TRAINS,0,0,0,0,0,0,0,0
Assam,2011,OTHERS RLY.,0,0,0,0,0,0,0,0
Assam,2011,BANKS,0,0,0,0,2,1690570,5,115880
Assam,2011,COMMERCIAL ESTABLISHMENTS,22,1082400,143,2990050,674,12842704,1090,32416959
Assam,2011,OTHER PLACES,46,17526035,299,8903262,913,12187274,3305,145432119
Assam,2011,TOTAL (MANUAL),305,45194710,837,23932395,3327,64810188,8309,320419614
Assam,2012,RESIDENTIAL PREMISES,123,20422184,135,3799720,1219,43044764,2910,94375219
Assam,2012,HIGH-WAY,7,429328,50,1033600,0,0,35,433000
Assam,2012,RIVER & SEA,0,0,0,0,0,0,0,0
Assam,2012,RAILWAYS,0,0,1,50000,0,0,2,1275
Assam,2012,RUNNING TRAINS,0,0,1,50000,0,0,2,1275
Assam,2012,OTHERS RLY.,0,0,0,0,0,0,0,0
Assam,2012,BANKS,0,0,3,220000,0,0,0,0
Assam,2012,COMMERCIAL ESTABLISHMENTS,28,1281500,72,1439000,501,13247868,1046,42274584
Assam,2012,OTHER PLACES,108,22723217,646,17959889,2105,32481793,5401,226274473
Assam,2012,TOTAL (MANUAL),266,44856229,907,24502209,3825,88774425,9394,363358551
Bihar,2001,RESIDENTIAL PREMISES,818,27436965,326,3647347,2486,13348421,4741,25116629
Bihar,2001,HIGH-WAY,162,10246946,826,21645043,0,0,257,11682986
Bihar,2001,RIVER & SEA,1,25000,0,0,0,0,0,0
Bihar,2001,RAILWAYS,50,2121333,52,939175,0,0,1432,197009965
Bihar,2001,RUNNING TRAINS,45,1710174,30,472107,0,0,887,10271720
Bihar,2001,OTHERS RLY.,5,411159,22,467068,0,0,545,186738245
Bihar,2001,BANKS,23,14366540,11,1347526,11,150603,3,18500
Bihar,2001,COMMERCIAL ESTABLISHMENTS,27,5331596,108,2361631,231,1484261,686,3207924
Bihar,2001,OTHER PLACES,210,6984811,880,21653429,505,2040652,2582,31390916
Bihar,2001,TOTAL (MANUAL),1291,66513191,2203,51594151,3233,17023937,9701,268426920
Bihar,2001,TOTAL COMPUTER FROM 1 TO 7,1291,66513191,2203,51594151,3233,17023937,9701,268426920
Bihar,2002,RESIDENTIAL PREMISES,833,30362957,436,5309763,2434,16380403,4850,32986606
Bihar,2002,HIGH-WAY,149,11408221,964,32716882,0,0,252,6089351
Bihar,2002,RIVER & SEA,0,0,0,0,0,0,0,0
Bihar,2002,RAILWAYS,58,3049788,55,1648073,9,65550,1270,10809990
Bihar,2002,RUNNING TRAINS,44,1800277,37,767485,0,0,899,8312997
Bihar,2002,OTHERS RLY.,14,1249511,18,880588,9,65550,371,2496993
Bihar,2002,BANKS,15,2484090,10,1088368,0,0,6,129805
Bihar,2002,COMMERCIAL ESTABLISHMENTS,36,4087800,94,1477113,269,1463434,785,8470252
Bihar,2002,OTHER PLACES,198,9688384,729,11876237,476,2267185,2982,35170876
Bihar,2002,TOTAL (MANUAL),1289,61081240,2288,54116436,3188,20176572,10145,93656880
Bihar,2002,TOTAL COMPUTER FROM 1 TO 7,1289,61081240,2288,54116436,3188,20176572,10145,93656880
Bihar,2003,RESIDENTIAL PREMISES,757,24180510,336,7406094,2087,13557879,3663,48911666
Bihar,2003,HIGH-WAY,163,8239755,1055,27291936,18,355231,275,8990310
Bihar,2003,RIVER & SEA,1,100000,2,0,0,0,1,20000
Bihar,2003,RAILWAYS,79,1905205,65,753254,6,10500,1344,10454737
Bihar,2003,RUNNING TRAINS,68,1614854,40,586288,6,10500,923,8394071
Bihar,2003,OTHERS RLY.,11,290351,25,166966,0,0,421,2060666
Bihar,2003,BANKS,10,4026700,10,1984332,6,860252,6,380460
Bihar,2003,COMMERCIAL ESTABLISHMENTS,58,3824497,95,1502319,285,2125760,882,9094224
Bihar,2003,OTHER PLACES,153,9541272,900,19919063,584,2911515,3953,51487362
Bihar,2003,TOTAL (MANUAL),1221,51817939,2463,58856998,2986,19821137,10124,129338759
Bihar,2004,RESIDENTIAL PREMISES,775,34150039,282,6056942,2246,17609231,4481,40895220
Bihar,2004,HIGH-WAY,205,12468192,1396,55892518,13,37000,440,8175477
Bihar,2004,RIVER & SEA,1,64000,0,0,0,0,1,250
Bihar,2004,RAILWAYS,72,1308069,79,2223225,46,2947003,1447,12831358
Bihar,2004,RUNNING TRAINS,65,749718,44,1233567,3,51500,1098,11489307
Bihar,2004,OTHERS RLY.,7,558351,35,989658,43,2895503,349,1342051
Bihar,2004,BANKS,29,13268845,25,9120015,0,0,2,154154
Bihar,2004,COMMERCIAL ESTABLISHMENTS,36,1567870,120,2054034,117,2413216,857,12238371
Bihar,2004,OTHER PLACES,201,17754649,1084,24443065,753,1840018,3885,51144433
Bihar,2004,TOTAL (MANUAL),1319,80581664,2986,99789799,3175,24846468,11113,125439263
Bihar,2005,RESIDENTIAL PREMISES,768,29962505,258,5991243,2346,17839756,5369,42300712
Bihar,2005,HIGH-WAY,173,11902623,1032,27422047,8,222114,211,2230124
Bihar,2005,RIVER & SEA,0,0,1,10000,0,0,1,10000
Bihar,2005,RAILWAYS,44,914935,68,1561401,13,74400,1198,9405832
Bihar,2005,RUNNING TRAINS,36,858510,48,1198062,9,30900,848,7960669
Bihar,2005,OTHERS RLY.,8,56425,20,363339,4,43500,350,1445163
Bihar,2005,BANKS,16,2191520,7,2169892,3,185000,3,20191
Bihar,2005,COMMERCIAL ESTABLISHMENTS,38,3137537,67,3179730,139,1948548,887,9210336
Bihar,2005,OTHER PLACES,173,13543158,941,24900195,608,14599386,3143,48149160
Bihar,2005,TOTAL (MANUAL),1212,61652278,2374,65234508,3117,34869204,10812,111326355
Bihar,2005,TOTAL COMPUTER FROM 1 TO 7,1212,61652278,2374,65234508,3117,34869204,10812,111326355
Bihar,2006,RESIDENTIAL PREMISES,688,38776502,240,4558439,2759,19446399,5640,33989580
Bihar,2006,HIGH-WAY,109,12980953,1024,25601738,147,1089385,650,5474472
Bihar,2006,RIVER & SEA,0,0,0,0,0,0,0,0
Bihar,2006,RAILWAYS,51,960267,72,867120,13,179250,1351,12359530
Bihar,2006,RUNNING TRAINS,43,810143,51,629885,13,179250,962,10634754
Bihar,2006,OTHERS RLY.,8,150124,21,237235,0,0,389,1724776
Bihar,2006,BANKS,6,2015634,3,878310,2,369867,18,794319
Bihar,2006,COMMERCIAL ESTABLISHMENTS,41,2733632,63,1733689,153,2041240,944,11099028
Bihar,2006,OTHER PLACES,106,2935554,767,16681877,457,13715330,3149,30987031
Bihar,2006,TOTAL (MANUAL),1001,60402542,2169,50321173,3531,36841471,11752,94703960
Bihar,2007,RESIDENTIAL PREMISES,422,25286298,282,7218709,2671,31600458,5629,45687936
Bihar,2007,HIGH-WAY,117,15325137,890,38648481,2,10350,403,5992901
Bihar,2007,RIVER & SEA,1,100000,0,0,0,0,1,8000
Bihar,2007,RAILWAYS,35,933210,45,3122076,10,295620,1164,12673631
Bihar,2007,RUNNING TRAINS,32,899310,37,1862301,10,295620,820,10975502
Bihar,2007,OTHERS RLY.,3,33900,8,1259775,0,0,344,1698129
Bihar,2007,BANKS,14,9551807,9,1001028,1,0,13,122872
Bihar,2007,COMMERCIAL ESTABLISHMENTS,28,1970325,47,2356146,196,5486574,1144,20208528
Bihar,2007,OTHER PLACES,69,7415373,514,15959306,379,19217105,3441,36202527
Bihar,2007,TOTAL (MANUAL),686,60582150,1787,68305746,3259,56610107,11795,120896395
Bihar,2008,RESIDENTIAL PREMISES,412,28428701,244,8333837,2852,38598502,5833,92326760
Bihar,2008,HIGH-WAY,99,8115502,724,33307664,0,0,232,4913471
Bihar,2008,RIVER & SEA,0,0,21,593000,0,0,1,8000
Bihar,2008,RAILWAYS,25,644854,36,689128,0,0,868,9392702
Bihar,2008,RUNNING TRAINS,20,567504,23,415340,0,0,702,8182108
Bihar,2008,OTHERS RLY.,5,77350,13,273788,0,0,166,1210594
Bihar,2008,BANKS,12,3738129,4,569507,3,135000,11,108000
Bihar,2008,COMMERCIAL ESTABLISHMENTS,35,2598321,57,2810597,202,3044053,1566,22563226
Bihar,2008,OTHER PLACES,103,5199142,506,25678908,357,1999123,4695,144339692
Bihar,2008,TOTAL (MANUAL),686,48724649,1592,71982641,3414,43776678,13206,273651851
Bihar,2009,RESIDENTIAL PREMISES,321,24756951,217,7763017,2601,41941119,5195,102876405
Bihar,2009,HIGH-WAY,165,8739618,827,37821080,14,180000,475,14795972
Bihar,2009,RIVER & SEA,0,0,0,0,0,0,1,5000
Bihar,2009,RAILWAYS,36,1290687,45,398210,11,324520,1273,11677502
Bihar,2009,RUNNING TRAINS,36,1290687,27,258163,0,0,573,7041530
Bihar,2009,OTHERS RLY.,0,0,18,140047,11,324520,700,4635972
Bihar,2009,BANKS,7,2155100,2,56679,0,0,0,0
Bihar,2009,COMMERCIAL ESTABLISHMENTS,24,2449487,57,2244061,272,3853011,1271,20216378
Bihar,2009,OTHER PLACES,101,6146456,471,19448371,668,8728771,7006,163540495
Bihar,2009,TOTAL (MANUAL),654,45538299,1619,67731418,3566,55027421,15221,313111752
Bihar,2010,RESIDENTIAL PREMISES,317,30397737,87,6442063,2505,36855580,5459,99537070
Bihar,2010,HIGH-WAY,207,19049712,1051,56716122,37,746120,475,13507761
Bihar,2010,RIVER & SEA,0,0,2,87300,0,0,23,345000
Bihar,2010,RAILWAYS,26,1337860,30,332379,13,78610,1307,8794762
Bihar,2010,RUNNING TRAINS,24,1322860,18,237857,13,78610,730,5308956
Bihar,2010,OTHERS RLY.,2,15000,12,94522,0,0,577,3485806
Bihar,2010,BANKS,7,6290580,2,422317,0,0,21,739000
Bihar,2010,COMMERCIAL ESTABLISHMENTS,23,1839028,56,1546638,300,4547636,1706,44615513
Bihar,2010,OTHER PLACES,64,5534021,310,18417878,582,13538596,6553,155109594
Bihar,2010,TOTAL (MANUAL),644,64448938,1538,83964697,3437,55766542,15544,322648700
Bihar,2011,RESIDENTIAL PREMISES,235,19184114,73,5080861,2681,30880525,6152,136220879
Bihar,2011,HIGH-WAY,194,35905590,1043,51704755,0,0,574,23600878
Bihar,2011,RIVER & SEA,0,0,0,0,0,0,0,0
Bihar,2011,RAILWAYS,19,664277,19,353928,4,3500,1038,6063100
Bihar,2011,RUNNING TRAINS,19,664277,14,308928,2,1500,910,5616310
Bihar,2011,OTHERS RLY.,0,0,5,45000,2,2000,128,446790
Bihar,2011,BANKS,11,9701940,8,3678446,4,430345,6,411560
Bihar,2011,COMMERCIAL ESTABLISHMENTS,25,1182571,47,3756344,330,6430767,1587,37138191
Bihar,2011,OTHER PLACES,72,7033767,191,15266894,610,8166374,6935,154338162
Bihar,2011,TOTAL (MANUAL),556,73672259,1381,79841228,3629,45911511,16292,357772770
Bihar,2012,RESIDENTIAL PREMISES,260,24069888,42,4146592,3077,51351184,6740,139691056
Bihar,2012,HIGH-WAY,191,41416047,1081,41585264,28,235200,421,21742630
Bihar,2012,RIVER & SEA,0,0,0,0,0,0,0,0
Bihar,2012,RAILWAYS,15,549602,28,485703,0,0,1233,6203756
Bihar,2012,RUNNING TRAINS,12,509602,15,288101,0,0,849,4195048
Bihar,2012,OTHERS RLY.,3,40000,13,197602,0,0,384,2008708
Bihar,2012,BANKS,4,8761424,6,4157450,6,34000,1,4517790
Bihar,2012,COMMERCIAL ESTABLISHMENTS,28,2912137,51,2309017,217,5477130,1918,66445817
Bihar,2012,OTHER PLACES,42,6044532,58,10292192,430,4301096,7354,260155471
Bihar,2012,TOTAL (MANUAL),540,83753630,1266,62976218,3758,61398610,17667,498756520
Bihar,2012,TOTAL COMPUTER FROM 1 TO 7,540,83753630,1266,62976218,3758,61398610,17667,498756520
Chhattisgarh,2001,RESIDENTIAL PREMISES,54,4009454,42,717957,3336,22189237,1417,11736923
Chhattisgarh,2001,HIGH-WAY,10,557605,38,697068,12,75000,72,3702491
Chhattisgarh,2001,RIVER & SEA,0,0,0,0,0,0,2,5680
Chhattisgarh,2001,RAILWAYS,2,32200,9,25474,0,0,179,2685574
Chhattisgarh,2001,RUNNING TRAINS,2,32200,9,25474,0,0,167,2523504
Chhattisgarh,2001,OTHERS RLY.,0,0,0,0,0,0,12,162070
Chhattisgarh,2001,BANKS,2,433642,1,0,6,280691,8,84565
Chhattisgarh,2001,COMMERCIAL ESTABLISHMENTS,4,26190,9,68725,370,3724911,299,3967962
Chhattisgarh,2001,OTHER PLACES,15,860237,239,2812814,420,4187194,2835,29145866
Chhattisgarh,2001,TOTAL (MANUAL),87,5919328,338,4322038,4144,30457033,4812,51329061
Chhattisgarh,2002,RESIDENTIAL PREMISES,56,854022,60,613912,2707,23890873,1121,11940402
Chhattisgarh,2002,HIGH-WAY,6,7574100,51,866864,234,2067237,62,1604691
Chhattisgarh,2002,RIVER & SEA,1,91454,0,0,0,0,1,4000
Chhattisgarh,2002,RAILWAYS,22,611267,4,15300,6,52500,191,3567470
Chhattisgarh,2002,RUNNING TRAINS,0,0,0,0,0,0,105,2238680
Chhattisgarh,2002,OTHERS RLY.,22,611267,4,15300,6,52500,86,1328790
Chhattisgarh,2002,BANKS,11,2449721,11,121706,6,35000,254,3604912
Chhattisgarh,2002,COMMERCIAL ESTABLISHMENTS,28,315950,33,453818,511,4321612,492,9898548
Chhattisgarh,2002,OTHER PLACES,20,3553342,167,6193174,267,463219,2181,22756253
Chhattisgarh,2002,TOTAL (MANUAL),144,15449856,326,8264774,3731,30830441,4302,53376276
Chhattisgarh,2003,RESIDENTIAL PREMISES,56,8340167,39,822960,2814,26986303,1116,15132870
Chhattisgarh,2003,HIGH-WAY,6,962986,19,367480,0,0,47,2358175
Chhattisgarh,2003,RIVER & SEA,0,0,0,0,0,0,0,0
Chhattisgarh,2003,RAILWAYS,11,180975,9,152940,0,0,297,3850608
Chhattisgarh,2003,RUNNING TRAINS,0,0,1,20000,0,0,104,1326010
Chhattisgarh,2003,OTHERS RLY.,11,180975,8,132940,0,0,193,2524598
Chhattisgarh,2003,BANKS,0,0,1,159000,7,336298,6,114800
Chhattisgarh,2003,COMMERCIAL ESTABLISHMENTS,3,98564,4,56000,225,4477461,175,9047616
Chhattisgarh,2003,OTHER PLACES,64,624838,259,7145534,575,6633277,2529,28259853
Chhattisgarh,2003,TOTAL (MANUAL),140,10207530,331,8703914,3621,38433339,4170,58763922
Chhattisgarh,2004,RESIDENTIAL PREMISES,53,4229082,59,984950,2855,26859859,1426,20221405
Chhattisgarh,2004,HIGH-WAY,12,1039255,33,1458197,4,75000,16,191130
Chhattisgarh,2004,RIVER & SEA,2,208670,0,0,0,0,1,9500
Chhattisgarh,2004,RAILWAYS,3,106700,13,27630,0,0,249,3339289
Chhattisgarh,2004,RUNNING TRAINS,0,0,0,0,0,0,0,0
Chhattisgarh,2004,OTHERS RLY.,3,106700,13,27630,0,0,249,3339289
Chhattisgarh,2004,BANKS,1,28000000,1,5000,3,2005,79,1772685
Chhattisgarh,2004,COMMERCIAL ESTABLISHMENTS,3,68250,10,88970,375,5223086,429,5671807
Chhattisgarh,2004,OTHER PLACES,32,3321746,247,4809044,483,8421506,2814,70619193
Chhattisgarh,2004,TOTAL (MANUAL),106,36973703,363,7373791,3720,40581456,5014,101825009
Chhattisgarh,2005,RESIDENTIAL PREMISES,78,3334238,59,966854,3098,37827347,1401,69170664
Chhattisgarh,2005,HIGH-WAY,3,303400,42,1857193,4,327200,144,5214065
Chhattisgarh,2005,RIVER & SEA,0,0,1,800,0,0,0,0
Chhattisgarh,2005,RAILWAYS,25,1303460,20,152661,10,207496,275,4209546
Chhattisgarh,2005,RUNNING TRAINS,0,0,2,3950,0,0,135,2211294
Chhattisgarh,2005,OTHERS RLY.,25,1303460,18,148711,10,207496,140,1998252
Chhattisgarh,2005,BANKS,3,306089,3,182340,26,964498,7,1014247
Chhattisgarh,2005,COMMERCIAL ESTABLISHMENTS,6,282245,12,589793,263,5903760,498,12301038
Chhattisgarh,2005,OTHER PLACES,89,3124259,264,6301952,220,6511463,3275,105835272
Chhattisgarh,2005,TOTAL (MANUAL),204,8653691,401,10051593,3621,51741764,5600,197744832
Chhattisgarh,2005,TOTAL COMPUTER FROM 1 TO 7,204,8653691,401,10051593,3621,51741764,5600,197744832
Chhattisgarh,2006,RESIDENTIAL PREMISES,77,8292669,74,1498844,2828,36672832,1343,22636558
Chhattisgarh,2006,HIGH-WAY,24,409544,70,5526721,20,124813,55,3537957
Chhattisgarh,2006,RIVER & SEA,1,250000,0,0,0,0,1,64250
Chhattisgarh,2006,RAILWAYS,1,446930,6,37492,0,0,237,3534849
Chhattisgarh,2006,RUNNING TRAINS,1,446930,4,32279,0,0,161,2588370
Chhattisgarh,2006,OTHERS RLY.,0,0,2,5213,0,0,76,946479
Chhattisgarh,2006,BANKS,0,0,4,218135,10,144956,7,161000
Chhattisgarh,2006,COMMERCIAL ESTABLISHMENTS,5,1988000,4,179000,254,2581163,381,8945451
Chhattisgarh,2006,OTHER PLACES,52,4887643,281,15824265,395,34862807,3238,150337474
Chhattisgarh,2006,TOTAL (MANUAL),160,16274786,439,23284457,3507,74386571,5262,189217539
Chhattisgarh,2007,RESIDENTIAL PREMISES,59,2629380,42,764778,2853,32047658,1254,72452158
Chhattisgarh,2007,HIGH-WAY,15,2093815,61,2305556,5,52679,26,1183646
Chhattisgarh,2007,RIVER & SEA,0,0,1,3200,0,0,1,1520
Chhattisgarh,2007,RAILWAYS,3,326050,3,63900,0,0,201,10320470
Chhattisgarh,2007,RUNNING TRAINS,0,0,2,48900,0,0,103,9023513
Chhattisgarh,2007,OTHERS RLY.,3,326050,1,15000,0,0,98,1296957
Chhattisgarh,2007,BANKS,1,115000,10,3064533,6,663862,7,105500
Chhattisgarh,2007,COMMERCIAL ESTABLISHMENTS,3,60500,9,345738,265,5715531,571,18750859
Chhattisgarh,2007,OTHER PLACES,34,2757006,301,11852417,503,13690389,3321,98462295
Chhattisgarh,2007,TOTAL (MANUAL),115,7981751,427,18400122,3632,52170119,5381,201276448
Chhattisgarh,2008,RESIDENTIAL PREMISES,36,3671691,58,1266382,3225,54956755,1404,31898693
Chhattisgarh,2008,HIGH-WAY,10,3368765,101,4016288,2,563759,5,375203
Chhattisgarh,2008,RIVER & SEA,0,0,0,0,0,0,1,12000
Chhattisgarh,2008,RAILWAYS,0,0,3,10550,0,0,210,5165215
Chhattisgarh,2008,RUNNING TRAINS,0,0,2,1500,0,0,153,3622405
Chhattisgarh,2008,OTHERS RLY.,0,0,1,9050,0,0,57,1542810
Chhattisgarh,2008,BANKS,0,0,8,992970,12,39334,8,2363352
Chhattisgarh,2008,COMMERCIAL ESTABLISHMENTS,1,8000,17,440669,269,4411009,466,20931675
Chhattisgarh,2008,OTHER PLACES,77,10167246,313,23472253,604,20327759,3985,107204719
Chhattisgarh,2008,TOTAL (MANUAL),124,17215702,500,30199112,4112,80298616,6079,167950857
Chhattisgarh,2009,RESIDENTIAL PREMISES,56,5615166,47,1702121,3121,70644198,1187,21294641
Chhattisgarh,2009,HIGH-WAY,17,1660420,115,3343572,33,1981803,33,2519034
Chhattisgarh,2009,RIVER & SEA,0,0,0,0,0,0,1,25000
Chhattisgarh,2009,RAILWAYS,0,0,6,142760,0,0,272,10435939
Chhattisgarh,2009,RUNNING TRAINS,0,0,1,138000,0,0,214,8925667
Chhattisgarh,2009,OTHERS RLY.,0,0,5,4760,0,0,58,1510272
Chhattisgarh,2009,BANKS,1,348055,6,1526932,5,147451,14,454300
Chhattisgarh,2009,COMMERCIAL ESTABLISHMENTS,0,0,8,90375,306,14161274,441,9836289
Chhattisgarh,2009,OTHER PLACES,60,6269106,372,19723872,510,20767666,3844,164748426
Chhattisgarh,2009,TOTAL (MANUAL),134,13892747,554,26529632,3975,107702392,5792,209313629
Chhattisgarh,2010,RESIDENTIAL PREMISES,47,26418325,51,2965815,3007,79342738,1623,36657234
Chhattisgarh,2010,HIGH-WAY,2,76400,78,2776487,7,941046,108,8225472
Chhattisgarh,2010,RIVER & SEA,0,0,0,0,0,0,1,1000
Chhattisgarh,2010,RAILWAYS,0,0,7,311000,0,0,344,11219997
Chhattisgarh,2010,RUNNING TRAINS,0,0,3,110000,0,0,266,10120825
Chhattisgarh,2010,OTHERS RLY.,0,0,4,201000,0,0,78,1099172
Chhattisgarh,2010,BANKS,3,8083318,2,7830480,1,0,4,381800
Chhattisgarh,2010,COMMERCIAL ESTABLISHMENTS,4,1050000,11,432767,238,15178393,413,15631107
Chhattisgarh,2010,OTHER PLACES,66,6654250,403,16120894,458,12174872,3312,143508128
Chhattisgarh,2010,TOTAL (MANUAL),122,42282293,552,30437443,3711,107637049,5805,215624738
Chhattisgarh,2011,RESIDENTIAL PREMISES,28,8062425,58,2461508,2800,75409986,1517,40266197
Chhattisgarh,2011,HIGH-WAY,11,3214850,62,14456948,0,0,117,8313478
Chhattisgarh,2011,RIVER & SEA,0,0,0,0,0,0,1,3000
Chhattisgarh,2011,RAILWAYS,5,153520,9,127424,8,333522,218,11928581
Chhattisgarh,2011,RUNNING TRAINS,0,0,2,13560,0,0,117,9870823
Chhattisgarh,2011,OTHERS RLY.,5,153520,7,113864,8,333522,101,2057758
Chhattisgarh,2011,BANKS,0,0,0,0,7,0,10,376000
Chhattisgarh,2011,COMMERCIAL ESTABLISHMENTS,2,96770,3,110000,184,25099558,311,18384606
Chhattisgarh,2011,OTHER PLACES,22,10879875,338,18539259,549,13515130,3141,159086777
Chhattisgarh,2011,TOTAL (MANUAL),68,22407440,470,35695139,3548,114358196,5315,238358639
Chhattisgarh,2012,RESIDENTIAL PREMISES,36,11414768,30,2388340,2602,81026812,1392,42864600
Chhattisgarh,2012,HIGH-WAY,6,1769100,36,4921780,0,0,46,2643705
Chhattisgarh,2012,RIVER & SEA,0,0,0,0,0,0,1,10000
Chhattisgarh,2012,RAILWAYS,0,0,7,268600,10,300000,205,6439659
Chhattisgarh,2012,RUNNING TRAINS,0,0,5,258900,10,300000,150,5990765
Chhattisgarh,2012,OTHERS RLY.,0,0,2,9700,0,0,55,448894
Chhattisgarh,2012,BANKS,0,0,0,0,14,326981,13,947670
Chhattisgarh,2012,COMMERCIAL ESTABLISHMENTS,2,515000,13,557800,199,8713144,316,18163657
Chhattisgarh,2012,OTHER PLACES,20,2297000,326,22077547,509,20277069,3368,176594411
Chhattisgarh,2012,TOTAL (MANUAL),64,15995868,412,30214067,3334,110644006,5341,247663702
Chhattisgarh,2012,TOTAL COMPUTER FROM 1 TO 7,64,15995868,412,30214067,3334,110644006,5341,247663702
Goa,2001,RESIDENTIAL PREMISES,3,281400,10,1528800,185,6290838,65,2031900
Goa,2001,HIGH-WAY,0,0,3,283900,0,0,3,48000
Goa,2001,RIVER & SEA,0,0,0,0,0,0,1,20000
Goa,2001,RAILWAYS,0,0,0,0,1,700,6,96554
Goa,2001,RUNNING TRAINS,0,0,0,0,0,0,3,89749
Goa,2001,OTHERS RLY.,0,0,0,0,1,700,3,6805
Goa,2001,BANKS,0,0,0,0,7,0,1,44550
Goa,2001,COMMERCIAL ESTABLISHMENTS,0,0,4,48625,109,3110108,64,2600940
Goa,2001,OTHER PLACES,4,242727,8,184050,57,589928,436,13378396
Goa,2001,TOTAL (MANUAL),7,524127,25,2045375,359,9991574,576,18220340
