area_name,year,group_name,sub_group_name,cases_property_recovered,cases_property_stolen,value_of_property_recovered,value_of_property_stolen
Maharashtra,2009,Cycle - Property,3. Cycle,302,598,610288,1866491
Manipur,2009,Cycle - Property,3. Cycle,1,5,2500,12500
Meghalaya,2009,Cycle - Property,3. Cycle,1,1,5600,5600
Mizoram,2009,Cycle - Property,3. Cycle,0,0,0,0
Nagaland,2009,Cycle - Property,3. Cycle,0,1,0,1500
Odisha,2009,Cycle - Property,3. Cycle,194,409,243141,669027
Puducherry,2009,Cycle - Property,3. Cycle,12,13,17800,24300
Punjab,2009,Cycle - Property,3. Cycle,33,37,49202,58126
Rajasthan,2009,Cycle - Property,3. Cycle,34,83,134500,185000
Sikkim,2009,Cycle - Property,3. Cycle,0,0,0,0
Tamil Nadu,2009,Cycle - Property,3. Cycle,645,666,1128250,1159998
Tripura,2009,Cycle - Property,3. Cycle,8,13,15600,24500
Uttar Pradesh,2009,Cycle - Property,3. Cycle,168,409,448600,772950
Uttarakhand,2009,Cycle - Property,3. Cycle,15,18,34800,38300
West Bengal,2009,Cycle - Property,3. Cycle,66,246,99671,395350
Andaman & Nicobar Islands,2010,Cycle - Property,3. Cycle,0,0,0,0
Andhra Pradesh,2010,Cycle - Property,3. Cycle,909,1009,2739925,2945575
Arunachal Pradesh,2010,Cycle - Property,3. Cycle,0,0,0,0
Assam,2010,Cycle - Property,3. Cycle,177,513,388854,1241100
Bihar,2010,Cycle - Property,3. Cycle,167,649,285863,1153587
Chandigarh,2010,Cycle - Property,3. Cycle,34,63,81200,123300
Chhattisgarh,2010,Cycle - Property,3. Cycle,59,138,174131,256397
Dadra & Nagar Haveli,2010,Cycle - Property,3. Cycle,0,0,0,0
Daman & Diu,2010,Cycle - Property,3. Cycle,0,0,0,0
Delhi,2010,Cycle - Property,3. Cycle,30,79,33000,142800
Goa,2010,Cycle - Property,3. Cycle,1,7,6900,39870
Gujarat,2010,Cycle - Property,3. Cycle,67,199,105550,367475
Haryana,2010,Cycle - Property,3. Cycle,30,69,78650,131250
Himachal Pradesh,2010,Cycle - Property,3. Cycle,0,0,0,0
Jammu & Kashmir,2010,Cycle - Property,3. Cycle,1,2,3500,6500
Jharkhand,2010,Cycle - Property,3. Cycle,62,278,101975,232425
Karnataka,2010,Cycle - Property,3. Cycle,42,80,162830,368764
Kerala,2010,Cycle - Property,3. Cycle,36,37,71770,72970
Lakshadweep,2010,Cycle - Property,3. Cycle,1,1,2500,2500
Madhya Pradesh,2010,Cycle - Property,3. Cycle,123,222,243085,411885
Maharashtra,2010,Cycle - Property,3. Cycle,193,468,391958,1122989
Manipur,2010,Cycle - Property,3. Cycle,1,1,1000,1000
Meghalaya,2010,Cycle - Property,3. Cycle,2,2,8000,8000
Mizoram,2010,Cycle - Property,3. Cycle,0,0,0,0
Nagaland,2010,Cycle - Property,3. Cycle,0,0,0,0
Odisha,2010,Cycle - Property,3. Cycle,137,237,789007,1185000
Puducherry,2010,Cycle - Property,3. Cycle,3,3,7000,7000
Punjab,2010,Cycle - Property,3. Cycle,27,33,53661,68150
Rajasthan,2010,Cycle - Property,3. Cycle,23,57,69800,101200
Sikkim,2010,Cycle - Property,3. Cycle,0,0,0,0
Tamil Nadu,2010,Cycle - Property,3. Cycle,327,338,604150,620650
Tripura,2010,Cycle - Property,3. Cycle,12,21,38600,50800
Uttar Pradesh,2010,Cycle - Property,3. Cycle,161,347,298000,442450
Uttarakhand,2010,Cycle - Property,3. Cycle,16,19,34500,39500
West Bengal,2010,Cycle - Property,3. Cycle,86,325,155386,580419
Andaman & Nicobar Islands,2001,Electronic Components - Property,7. Electronic Components,0,0,0,0
Andhra Pradesh,2001,Electronic Components - Property,7. Electronic Components,124,309,18061441,41458623
Arunachal Pradesh,2001,Electronic Components - Property,7. Electronic Components,6,9,1191000,1721000
Assam,2001,Electronic Components - Property,7. Electronic Components,4,15,194000,4585800
Bihar,2001,Electronic Components - Property,7. Electronic Components,43,175,11014594,41807786
Chandigarh,2001,Electronic Components - Property,7. Electronic Components,90,206,9320000,23735000
Chhattisgarh,2001,Electronic Components - Property,7. Electronic Components,47,105,5079102,8966234
Dadra & Nagar Haveli,2001,Electronic Components - Property,7. Electronic Components,1,2,125000,205000
Daman & Diu,2001,Electronic Components - Property,7. Electronic Components,3,3,675694,675694
Delhi,2001,Electronic Components - Property,7. Electronic Components,1151,4066,73856721,400000685
Goa,2001,Electronic Components - Property,7. Electronic Components,16,23,3455580,4980763
Gujarat,2001,Electronic Components - Property,7. Electronic Components,130,459,24544176,82452147
Haryana,2001,Electronic Components - Property,7. Electronic Components,457,843,58912222,91936526
Himachal Pradesh,2001,Electronic Components - Property,7. Electronic Components,60,87,7177737,10344137
Jammu & Kashmir,2001,Electronic Components - Property,7. Electronic Components,54,166,6584139,19089251
Jharkhand,2001,Electronic Components - Property,7. Electronic Components,7,16,801430,1880000
Karnataka,2001,Electronic Components - Property,7. Electronic Components,180,585,38014794,89878033
Kerala,2001,Electronic Components - Property,7. Electronic Components,132,499,31258889,111958486
Lakshadweep,2001,Electronic Components - Property,7. Electronic Components,0,0,0,0
Madhya Pradesh,2001,Electronic Components - Property,7. Electronic Components,118,289,30660373,56179049
Maharashtra,2001,Electronic Components - Property,7. Electronic Components,588,1940,104355395,387741144
Manipur,2001,Electronic Components - Property,7. Electronic Components,1,6,313600,1462302
Meghalaya,2001,Electronic Components - Property,7. Electronic Components,2,18,431200,1034530
Mizoram,2001,Electronic Components - Property,7. Electronic Components,5,5,1035420,1035420
Nagaland,2001,Electronic Components - Property,7. Electronic Components,14,64,2680000,10525000
Odisha,2001,Electronic Components - Property,7. Electronic Components,8,32,1472218,6052250
Puducherry,2001,Electronic Components - Property,7. Electronic Components,1,3,128000,168000
Punjab,2001,Electronic Components - Property,7. Electronic Components,159,484,22515925,58611965
Rajasthan,2001,Electronic Components - Property,7. Electronic Components,160,570,88443637,123309737
Sikkim,2001,Electronic Components - Property,7. Electronic Components,2,4,525000,1225000
Tamil Nadu,2001,Electronic Components - Property,7. Electronic Components,126,197,23004567,28925736
Tripura,2001,Electronic Components - Property,7. Electronic Components,0,0,0,0
Uttar Pradesh,2001,Electronic Components - Property,7. Electronic Components,366,1565,37948002,105609680
Uttarakhand,2001,Electronic Components - Property,7. Electronic Components,31,132,4528000,8977700
West Bengal,2001,Electronic Components - Property,7. Electronic Components,251,499,35934021,74291420
Andaman & Nicobar Islands,2002,Electronic Components - Property,7. Electronic Components,0,0,0,0
Andhra Pradesh,2002,Electronic Components - Property,7. Electronic Components,117,190,12957700,20948100
Arunachal Pradesh,2002,Electronic Components - Property,7. Electronic Components,2,2,600000,600000
Assam,2002,Electronic Components - Property,7. Electronic Components,7,22,745000,2012000
Bihar,2002,Electronic Components - Property,7. Electronic Components,57,122,10408884,31186520
Chandigarh,2002,Electronic Components - Property,7. Electronic Components,101,286,16270000,36936000
Chhattisgarh,2002,Electronic Components - Property,7. Electronic Components,45,128,4776530,9343430
Dadra & Nagar Haveli,2002,Electronic Components - Property,7. Electronic Components,1,6,150000,1827080
Daman & Diu,2002,Electronic Components - Property,7. Electronic Components,3,4,1113000,1524547
Delhi,2002,Electronic Components - Property,7. Electronic Components,880,3632,38715370,319721079
Goa,2002,Electronic Components - Property,7. Electronic Components,5,8,1358700,2032282
Gujarat,2002,Electronic Components - Property,7. Electronic Components,163,565,29119174,95852243
Haryana,2002,Electronic Components - Property,7. Electronic Components,410,780,62114870,80759570
Himachal Pradesh,2002,Electronic Components - Property,7. Electronic Components,39,65,9372499,13185784
Jammu & Kashmir,2002,Electronic Components - Property,7. Electronic Components,95,308,8959500,18559672
Jharkhand,2002,Electronic Components - Property,7. Electronic Components,43,104,1565680,9768735
Karnataka,2002,Electronic Components - Property,7. Electronic Components,147,512,26219667,66762994
Kerala,2002,Electronic Components - Property,7. Electronic Components,207,623,40108230,116364744
Lakshadweep,2002,Electronic Components - Property,7. Electronic Components,0,0,0,0
Madhya Pradesh,2002,Electronic Components - Property,7. Electronic Components,126,318,24711309,49580465
Maharashtra,2002,Electronic Components - Property,7. Electronic Components,496,1931,96472121,463573713
Manipur,2002,Electronic Components - Property,7. Electronic Components,4,16,320000,1921000
Meghalaya,2002,Electronic Components - Property,7. Electronic Components,4,20,350455,1643230
Mizoram,2002,Electronic Components - Property,7. Electronic Components,11,11,2543500,2543500
Nagaland,2002,Electronic Components - Property,7. Electronic Components,6,50,1925000,15275000
Odisha,2002,Electronic Components - Property,7. Electronic Components,19,44,4342763,7303965
Puducherry,2002,Electronic Components - Property,7. Electronic Components,4,5,1193000,1843000
Punjab,2002,Electronic Components - Property,7. Electronic Components,228,335,37360216,54421817
Rajasthan,2002,Electronic Components - Property,7. Electronic Components,178,594,103795744,153366959
Sikkim,2002,Electronic Components - Property,7. Electronic Components,3,5,260000,590000
Tamil Nadu,2002,Electronic Components - Property,7. Electronic Components,120,158,24345813,29713723
Tripura,2002,Electronic Components - Property,7. Electronic Components,1,1,40000,40000
Uttar Pradesh,2002,Electronic Components - Property,7. Electronic Components,440,1385,50025395,103874497
Uttarakhand,2002,Electronic Components - Property,7. Electronic Components,33,97,3201900,10010000
West Bengal,2002,Electronic Components - Property,7. Electronic Components,142,332,47185088,130642614
Andaman & Nicobar Islands,2003,Electronic Components - Property,7. Electronic Components,0,1,0,100000
Andhra Pradesh,2003,Electronic Components - Property,7. Electronic Components,126,365,11750600,35061000
Arunachal Pradesh,2003,Electronic Components - Property,7. Electronic Components,1,1,200000,200000
Assam,2003,Electronic Components - Property,7. Electronic Components,67,210,8111401,28009299
Bihar,2003,Electronic Components - Property,7. Electronic Components,32,118,7825870,35632415
Chandigarh,2003,Electronic Components - Property,7. Electronic Components,149,284,19394000,36989000
Chhattisgarh,2003,Electronic Components - Property,7. Electronic Components,45,101,6127892,9699292
Dadra & Nagar Haveli,2003,Electronic Components - Property,7. Electronic Components,4,4,344000,344000
Daman & Diu,2003,Electronic Components - Property,7. Electronic Components,1,1,150000,150000
Delhi,2003,Electronic Components - Property,7. Electronic Components,625,3626,12500000,72520000
Goa,2003,Electronic Components - Property,7. Electronic Components,3,9,755000,2175000
Gujarat,2003,Electronic Components - Property,7. Electronic Components,171,649,46089668,122455507
Haryana,2003,Electronic Components - Property,7. Electronic Components,363,784,43251514,67225707
Himachal Pradesh,2003,Electronic Components - Property,7. Electronic Components,48,92,6863176,15282964
Jammu & Kashmir,2003,Electronic Components - Property,7. Electronic Components,53,206,7602411,16384000
Jharkhand,2003,Electronic Components - Property,7. Electronic Components,66,191,5325672,11709578
Karnataka,2003,Electronic Components - Property,7. Electronic Components,115,351,19467194,54173981
Kerala,2003,Electronic Components - Property,7. Electronic Components,170,512,40416618,120278454
Lakshadweep,2003,Electronic Components - Property,7. Electronic Components,0,0,0,0
Madhya Pradesh,2003,Electronic Components - Property,7. Electronic Components,379,714,27538726,53440966
Maharashtra,2003,Electronic Components - Property,7. Electronic Components,446,1855,108627698,429262456
Manipur,2003,Electronic Components - Property,7. Electronic Components,7,13,1290000,1920000
Meghalaya,2003,Electronic Components - Property,7. Electronic Components,8,56,953300,4010000
Mizoram,2003,Electronic Components - Property,7. Electronic Components,20,20,4700000,4700000
Nagaland,2003,Electronic Components - Property,7. Electronic Components,4,15,227167,1092360
Odisha,2003,Electronic Components - Property,7. Electronic Components,22,66,4283165,7526919
Puducherry,2003,Electronic Components - Property,7. Electronic Components,0,7,0,1805000
Punjab,2003,Electronic Components - Property,7. Electronic Components,169,457,26600894,67043434
Rajasthan,2003,Electronic Components - Property,7. Electronic Components,186,665,11248000,150130300
Sikkim,2003,Electronic Components - Property,7. Electronic Components,3,3,490000,490000
Tamil Nadu,2003,Electronic Components - Property,7. Electronic Components,109,166,31740666,37006301
Tripura,2003,Electronic Components - Property,7. Electronic Components,1,1,3700,57000
Uttar Pradesh,2003,Electronic Components - Property,7. Electronic Components,386,1162,54970459,104517142
Uttarakhand,2003,Electronic Components - Property,7. Electronic Components,34,80,3882000,7527800
West Bengal,2003,Electronic Components - Property,7. Electronic Components,168,392,49414333,117536631
Andaman & Nicobar Islands,2004,Electronic Components - Property,7. Electronic Components,0,0,0,0
Andhra Pradesh,2004,Electronic Components - Property,7. Electronic Components,180,410,15361811,39321529
Arunachal Pradesh,2004,Electronic Components - Property,7. Electronic Components,0,0,0,0
Assam,2004,Electronic Components - Property,7. Electronic Components,41,228,5339082,27973945
Bihar,2004,Electronic Components - Property,7. Electronic Components,32,185,9100000,36592209
Chandigarh,2004,Electronic Components - Property,7. Electronic Components,98,289,7784800,22338100
Chhattisgarh,2004,Electronic Components - Property,7. Electronic Components,22,56,1861377,2344555
Dadra & Nagar Haveli,2004,Electronic Components - Property,7. Electronic Components,2,5,335968,1382384
Daman & Diu,2004,Electronic Components - Property,7. Electronic Components,1,2,80000,275000
Delhi,2004,Electronic Components - Property,7. Electronic Components,647,3850,9705000,77000000
Goa,2004,Electronic Components - Property,7. Electronic Components,4,9,408500,1388500
Gujarat,2004,Electronic Components - Property,7. Electronic Components,209,590,26712155,92394704
Haryana,2004,Electronic Components - Property,7. Electronic Components,379,929,46560513,72434574
Himachal Pradesh,2004,Electronic Components - Property,7. Electronic Components,44,107,6775800,20653156
Jammu & Kashmir,2004,Electronic Components - Property,7. Electronic Components,46,179,10060000,16652000
Jharkhand,2004,Electronic Components - Property,7. Electronic Components,43,104,1565680,9768735
Karnataka,2004,Electronic Components - Property,7. Electronic Components,186,829,29633583,71150215
Kerala,2004,Electronic Components - Property,7. Electronic Components,208,437,39439584,80470183
Lakshadweep,2004,Electronic Components - Property,7. Electronic Components,0,0,0,0
Madhya Pradesh,2004,Electronic Components - Property,7. Electronic Components,160,484,28395544,67248787
Maharashtra,2004,Electronic Components - Property,7. Electronic Components,559,2136,120615011,516418970
Manipur,2004,Electronic Components - Property,7. Electronic Components,0,2,0,500000
Meghalaya,2004,Electronic Components - Property,7. Electronic Components,23,91,3233820,33138861
Mizoram,2004,Electronic Components - Property,7. Electronic Components,0,0,0,0
Nagaland,2004,Electronic Components - Property,7. Electronic Components,9,30,1341300,4345850
Odisha,2004,Electronic Components - Property,7. Electronic Components,13,21,2214117,4121876
Puducherry,2004,Electronic Components - Property,7. Electronic Components,2,4,165000,665000
Punjab,2004,Electronic Components - Property,7. Electronic Components,135,404,23122286,57464786
Rajasthan,2004,Electronic Components - Property,7. Electronic Components,266,859,87361573,162995740
Sikkim,2004,Electronic Components - Property,7. Electronic Components,3,3,600000,600000
Tamil Nadu,2004,Electronic Components - Property,7. Electronic Components,95,128,20202145,22522645
Tripura,2004,Electronic Components - Property,7. Electronic Components,4,4,900000,900000
Uttar Pradesh,2004,Electronic Components - Property,7. Electronic Components,343,1793,50737900,123171000
Uttarakhand,2004,Electronic Components - Property,7. Electronic Components,18,74,3276000,9124000
West Bengal,2004,Electronic Components - Property,7. Electronic Components,104,250,37118382,100119910
Andaman & Nicobar Islands,2005,Electronic Components - Property,7. Electronic Components,0,0,0,0
Andhra Pradesh,2005,Electronic Components - Property,7. Electronic Components,126,347,11871865,27525101
Arunachal Pradesh,2005,Electronic Components - Property,7. Electronic Components,1,2,500000,4500000
Assam,2005,Electronic Components - Property,7. Electronic Components,38,120,8103500,26716820
Bihar,2005,Electronic Components - Property,7. Electronic Components,21,83,7476096,24833165
Chandigarh,2005,Electronic Components - Property,7. Electronic Components,64,201,10392545,33022545
Chhattisgarh,2005,Electronic Components - Property,7. Electronic Components,47,83,4720240,12094086
Dadra & Nagar Haveli,2005,Electronic Components - Property,7. Electronic Components,0,3,0,1547500
Daman & Diu,2005,Electronic Components - Property,7. Electronic Components,0,4,0,1328645
Delhi,2005,Electronic Components - Property,7. Electronic Components,784,3515,11760000,70300000
Goa,2005,Electronic Components - Property,7. Electronic Components,8,30,1823000,9175750
Gujarat,2005,Electronic Components - Property,7. Electronic Components,158,629,23763114,92176517
Haryana,2005,Electronic Components - Property,7. Electronic Components,391,1142,53288370,89940000
Himachal Pradesh,2005,Electronic Components - Property,7. Electronic Components,40,67,6130706,12467352
Jammu & Kashmir,2005,Electronic Components - Property,7. Electronic Components,33,164,4744970,11255763
Jharkhand,2005,Electronic Components - Property,7. Electronic Components,26,251,2977899,4983309
Karnataka,2005,Electronic Components - Property,7. Electronic Components,211,606,31519528,93458094
Kerala,2005,Electronic Components - Property,7. Electronic Components,112,482,26611863,112514767
Lakshadweep,2005,Electronic Components - Property,7. Electronic Components,0,0,0,0
Madhya Pradesh,2005,Electronic Components - Property,7. Electronic Components,225,554,34797648,77579639
Maharashtra,2005,Electronic Components - Property,7. Electronic Components,374,2128,121439091,603547180
Manipur,2005,Electronic Components - Property,7. Electronic Components,0,2,0,350000
Meghalaya,2005,Electronic Components - Property,7. Electronic Components,14,90,1090400,8606400
Mizoram,2005,Electronic Components - Property,7. Electronic Components,0,0,0,0
Nagaland,2005,Electronic Components - Property,7. Electronic Components,15,71,8102000,13405937
Odisha,2005,Electronic Components - Property,7. Electronic Components,19,51,3830385,7132119
