area_name,year,group_name,sub_group_name,cases_property_recovered,cases_property_stolen,value_of_property_recovered,value_of_property_stolen
Nagaland,2009,Fire arms - Property,5. Fire Arms,36,216,9077015,36542000
Nagaland,2009,Fire arms - Property,6. Explosives/Explosive Substances,36,216,9077015,36542000
Odisha,2009,Fire arms - Property,5. Fire Arms,676,2521,53505082,143920354
Odisha,2009,Fire arms - Property,6. Explosives/Explosive Substances,676,2521,53505082,143920354
Puducherry,2009,Fire arms - Property,5. Fire Arms,250,502,8312500,11944000
Puducherry,2009,Fire arms - Property,6. Explosives/Explosive Substances,250,502,8312500,11944000
Punjab,2009,Fire arms - Property,5. Fire Arms,1007,2682,107012484,235595803
Punjab,2009,Fire arms - Property,6. Explosives/Explosive Substances,1007,2682,107012484,235595803
Rajasthan,2009,Fire arms - Property,5. Fire Arms,1942,11783,431923990,768235256
Rajasthan,2009,Fire arms - Property,6. Explosives/Explosive Substances,1942,11783,431923990,768235256
Sikkim,2009,Fire arms - Property,5. Fire Arms,5,10,1240000,2772000
Sikkim,2009,Fire arms - Property,6. Explosives/Explosive Substances,5,10,1240000,2772000
Tamil Nadu,2009,Fire arms - Property,5. Fire Arms,3802,5197,166507025,196644554
Tamil Nadu,2009,Fire arms - Property,6. Explosives/Explosive Substances,3802,5197,166507025,196644554
Tripura,2009,Fire arms - Property,5. Fire Arms,29,71,3407000,17546000
Tripura,2009,Fire arms - Property,6. Explosives/Explosive Substances,29,71,3407000,17546000
Uttar Pradesh,2009,Fire arms - Property,5. Fire Arms,2189,14378,163533848,503667148
Uttar Pradesh,2009,Fire arms - Property,6. Explosives/Explosive Substances,2189,14378,163533848,503667148
Uttarakhand,2009,Fire arms - Property,5. Fire Arms,229,702,19029300,48239900
Uttarakhand,2009,Fire arms - Property,6. Explosives/Explosive Substances,229,702,19029300,48239900
West Bengal,2009,Fire arms - Property,5. Fire Arms,601,3618,52483610,291869963
West Bengal,2009,Fire arms - Property,6. Explosives/Explosive Substances,601,3618,52483610,291869963
Andaman & Nicobar Islands,2010,Fire arms - Property,5. Fire Arms,12,22,44700,208200
Andaman & Nicobar Islands,2010,Fire arms - Property,6. Explosives/Explosive Substances,12,22,44700,208200
Andhra Pradesh,2010,Fire arms - Property,5. Fire Arms,5453,7422,166061153,252194975
Andhra Pradesh,2010,Fire arms - Property,6. Explosives/Explosive Substances,5453,7422,166061153,252194975
Arunachal Pradesh,2010,Fire arms - Property,5. Fire Arms,46,139,2545000,18217350
Arunachal Pradesh,2010,Fire arms - Property,6. Explosives/Explosive Substances,46,139,2545000,18217350
Assam,2010,Fire arms - Property,5. Fire Arms,166,600,11918722,43179073
Assam,2010,Fire arms - Property,6. Explosives/Explosive Substances,166,600,11918722,43179073
Bihar,2010,Fire arms - Property,5. Fire Arms,400,4271,30668227,246160031
Bihar,2010,Fire arms - Property,6. Explosives/Explosive Substances,400,4271,30668227,246160031
Chandigarh,2010,Fire arms - Property,5. Fire Arms,256,898,41298000,84194500
Chandigarh,2010,Fire arms - Property,6. Explosives/Explosive Substances,256,898,41298000,84194500
Chhattisgarh,2010,Fire arms - Property,5. Fire Arms,603,2139,58224000,127406502
Chhattisgarh,2010,Fire arms - Property,6. Explosives/Explosive Substances,603,2139,58224000,127406502
Dadra & Nagar Haveli,2010,Fire arms - Property,5. Fire Arms,10,34,1114000,4848960
Dadra & Nagar Haveli,2010,Fire arms - Property,6. Explosives/Explosive Substances,10,34,1114000,4848960
Daman & Diu,2010,Fire arms - Property,5. Fire Arms,11,28,2048000,2781667
Daman & Diu,2010,Fire arms - Property,6. Explosives/Explosive Substances,11,28,2048000,2781667
Delhi,2010,Fire arms - Property,5. Fire Arms,1924,14966,74992693,1075551290
Delhi,2010,Fire arms - Property,6. Explosives/Explosive Substances,1924,14966,74992693,1075551290
Goa,2010,Fire arms - Property,5. Fire Arms,140,368,12048615,29870682
Goa,2010,Fire arms - Property,6. Explosives/Explosive Substances,140,368,12048615,29870682
Gujarat,2010,Fire arms - Property,5. Fire Arms,2439,9813,140990379,490741202
Gujarat,2010,Fire arms - Property,6. Explosives/Explosive Substances,2439,9813,140990379,490741202
Haryana,2010,Fire arms - Property,5. Fire Arms,3054,11398,195001914,460968903
Haryana,2010,Fire arms - Property,6. Explosives/Explosive Substances,3054,11398,195001914,460968903
Himachal Pradesh,2010,Fire arms - Property,5. Fire Arms,126,334,24719095,61808489
Himachal Pradesh,2010,Fire arms - Property,6. Explosives/Explosive Substances,126,334,24719095,61808489
Jammu & Kashmir,2010,Fire arms - Property,5. Fire Arms,240,968,49772377,101515366
Jammu & Kashmir,2010,Fire arms - Property,6. Explosives/Explosive Substances,240,968,49772377,101515366
Jharkhand,2010,Fire arms - Property,5. Fire Arms,440,2684,22891490,127797179
Jharkhand,2010,Fire arms - Property,6. Explosives/Explosive Substances,440,2684,22891490,127797179
Karnataka,2010,Fire arms - Property,5. Fire Arms,3211,10302,339001206,519717486
Karnataka,2010,Fire arms - Property,6. Explosives/Explosive Substances,3211,10302,339001206,519717486
Kerala,2010,Fire arms - Property,5. Fire Arms,626,1476,47867897,127939966
Kerala,2010,Fire arms - Property,6. Explosives/Explosive Substances,626,1476,47867897,127939966
Lakshadweep,2010,Fire arms - Property,5. Fire Arms,0,0,0,0
Lakshadweep,2010,Fire arms - Property,6. Explosives/Explosive Substances,0,0,0,0
Madhya Pradesh,2010,Fire arms - Property,5. Fire Arms,2777,12060,189342517,451770487
Madhya Pradesh,2010,Fire arms - Property,6. Explosives/Explosive Substances,2777,12060,189342517,451770487
Maharashtra,2010,Fire arms - Property,5. Fire Arms,4609,18603,453478279,1820133914
Maharashtra,2010,Fire arms - Property,6. Explosives/Explosive Substances,4609,18603,453478279,1820133914
Manipur,2010,Fire arms - Property,5. Fire Arms,18,288,1056900,19433000
Manipur,2010,Fire arms - Property,6. Explosives/Explosive Substances,18,288,1056900,19433000
Meghalaya,2010,Fire arms - Property,5. Fire Arms,42,152,3872000,15603299
Meghalaya,2010,Fire arms - Property,6. Explosives/Explosive Substances,42,152,3872000,15603299
Mizoram,2010,Fire arms - Property,5. Fire Arms,51,69,2630000,6295000
Mizoram,2010,Fire arms - Property,6. Explosives/Explosive Substances,51,69,2630000,6295000
Nagaland,2010,Fire arms - Property,5. Fire Arms,34,277,9313950,17996950
Nagaland,2010,Fire arms - Property,6. Explosives/Explosive Substances,34,277,9313950,17996950
Odisha,2010,Fire arms - Property,5. Fire Arms,707,1929,53475011,141291572
Odisha,2010,Fire arms - Property,6. Explosives/Explosive Substances,707,1929,53475011,141291572
Puducherry,2010,Fire arms - Property,5. Fire Arms,161,384,5636000,9714000
Puducherry,2010,Fire arms - Property,6. Explosives/Explosive Substances,161,384,5636000,9714000
Punjab,2010,Fire arms - Property,5. Fire Arms,975,2562,132100616,281431044
Punjab,2010,Fire arms - Property,6. Explosives/Explosive Substances,975,2562,132100616,281431044
Rajasthan,2010,Fire arms - Property,5. Fire Arms,2179,13109,445987054,733476904
Rajasthan,2010,Fire arms - Property,6. Explosives/Explosive Substances,2179,13109,445987054,733476904
Sikkim,2010,Fire arms - Property,5. Fire Arms,6,8,1010000,1110000
Sikkim,2010,Fire arms - Property,6. Explosives/Explosive Substances,6,8,1010000,1110000
Tamil Nadu,2010,Fire arms - Property,5. Fire Arms,3537,5205,160066239,203065655
Tamil Nadu,2010,Fire arms - Property,6. Explosives/Explosive Substances,3537,5205,160066239,203065655
Tripura,2010,Fire arms - Property,5. Fire Arms,22,45,1615000,7666500
Tripura,2010,Fire arms - Property,6. Explosives/Explosive Substances,22,45,1615000,7666500
Uttar Pradesh,2010,Fire arms - Property,5. Fire Arms,2434,16705,178167432,517336269
Uttar Pradesh,2010,Fire arms - Property,6. Explosives/Explosive Substances,2434,16705,178167432,517336269
Uttarakhand,2010,Fire arms - Property,5. Fire Arms,244,853,19915200,59501600
Uttarakhand,2010,Fire arms - Property,6. Explosives/Explosive Substances,244,853,19915200,59501600
West Bengal,2010,Fire arms - Property,5. Fire Arms,622,4135,61254227,337774365
West Bengal,2010,Fire arms - Property,6. Explosives/Explosive Substances,622,4135,61254227,337774365
Andaman & Nicobar Islands,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,6,20,104700,175110
Andhra Pradesh,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,304,614,2162247,7264602
Arunachal Pradesh,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,9,31,81500,387609
Assam,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,25,109,453664,3769532
Bihar,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,76,253,478960,1456518
Chandigarh,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,41,245,172500,1150885
Chhattisgarh,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,62,252,413496,1443977
Dadra & Nagar Haveli,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,7,23,103140,393921
Daman & Diu,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,5,0,187700
Delhi,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,121,967,523340,14268163
Goa,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,28,119,464325,2940588
Gujarat,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,191,619,3573973,10724744
Haryana,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,337,709,21679012,31181019
Himachal Pradesh,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,28,113,951230,2934773
Jammu & Kashmir,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,8,24,183200,537601
Jharkhand,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,30,204,112242,959504
Karnataka,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,806,1879,6414141,14365854
Kerala,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,194,596,2474697,10563474
Lakshadweep,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,0,0,0
Madhya Pradesh,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,412,1158,1842839,7032067
Maharashtra,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,147,654,5892540,16141828
Manipur,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,1,8,30195,713182
Meghalaya,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,5,11,113675,187000
Mizoram,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,0,0,0
Nagaland,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,3,13,116913,671925
Odisha,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,12,15,65650,89750
Puducherry,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,16,34,169570,704794
Punjab,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,35,80,361900,1333326
Rajasthan,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,41,211,398601,1167906
Sikkim,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,4,7,8300,8300
Tamil Nadu,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,611,796,7617479,9768199
Tripura,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,1,0,33000
Uttar Pradesh,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,17,63,293000,816000
Uttarakhand,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,2,9,520,74826
West Bengal,2001,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,167,663,3329725,11627983
Andaman & Nicobar Islands,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,5,15,26975,123475
Andhra Pradesh,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,466,945,5192080,12950823
Arunachal Pradesh,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,7,22,60919,549934
Assam,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,48,135,427989,1345389
Bihar,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,44,222,415312,2224477
Chandigarh,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,33,284,253500,2597125
Chhattisgarh,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,57,178,418420,1438889
Dadra & Nagar Haveli,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,7,10,212271,350271
Daman & Diu,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,6,7,1731900,1752200
Delhi,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,149,897,669150,23080263
Goa,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,33,125,503298,2665614
Gujarat,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,244,805,4131118,19846735
Haryana,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,323,575,5449165,10195839
Himachal Pradesh,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,19,92,196799,1314380
Jammu & Kashmir,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,16,44,218380,785255
Jharkhand,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,23,161,1020000,2481616
Karnataka,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,193,509,3687943,11219770
Kerala,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,190,640,4672241,13095224
Lakshadweep,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,0,0,0
Madhya Pradesh,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,549,1412,2829140,22756705
Maharashtra,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,183,713,4564637,27238471
Manipur,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,20,0,4986463
Meghalaya,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,17,42,201885,614672
Mizoram,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,11,17,50574,110830
Nagaland,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,5,14,59000,842300
Odisha,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,2,0,85000
Puducherry,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,23,41,276680,492892
Punjab,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,83,162,2527889,3987830
Rajasthan,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,40,213,419856,1453732
Sikkim,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,2,7,8500,20275
Tamil Nadu,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,789,998,6873494,8726968
Tripura,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,2,0,20500
Uttar Pradesh,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,12,28,258500,570900
Uttarakhand,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,2,0,19000
West Bengal,2002,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,193,737,1600750,12455962
Andaman & Nicobar Islands,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,6,30,72900,226900
Andhra Pradesh,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,463,959,4978137,11617098
Arunachal Pradesh,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,1,2,9000,28000
Assam,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,30,139,162540,921905
Bihar,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,34,145,459217,2473355
Chandigarh,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,98,241,962990,4184358
Chhattisgarh,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,89,294,1123988,2912890
Dadra & Nagar Haveli,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,2,10,10801,125890
Daman & Diu,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,5,19,128911,546761
Delhi,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,93,601,718160,10600555
Goa,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,46,96,1562370,3310680
Gujarat,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,142,628,4395279,19210857
Haryana,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,291,608,4068687,8426360
Himachal Pradesh,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,27,95,833735,1933819
Jammu & Kashmir,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,32,165,614600,2856690
Jharkhand,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,99,221,1019567,2276004
Karnataka,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,247,674,4475197,14119117
Kerala,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,204,755,3054821,36838435
Lakshadweep,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,1,2,4000,8000
Madhya Pradesh,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,410,1352,4304572,11014164
Maharashtra,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,158,745,2114212,17617260
Manipur,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,3,0,11274
Meghalaya,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,2,15,5000,293780
Mizoram,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,63,131,1560350,3455950
Nagaland,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,1,5,1600,169460
Odisha,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,0,0,0
Puducherry,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,23,38,479095,674345
Punjab,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,61,132,2028465,4469960
Rajasthan,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,63,242,729350,2310698
Sikkim,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,6,32,67500,439780
Tamil Nadu,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,631,771,5185675,5949760
Tripura,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,0,0,0
Uttar Pradesh,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,12,20,150600,404900
Uttarakhand,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,1,4,50000,995000
West Bengal,2003,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,230,862,4128027,16093324
Andaman & Nicobar Islands,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,11,22,978062,1938592
Andhra Pradesh,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,667,1368,5042980,8379576
Arunachal Pradesh,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,9,38,323238,1369190
Assam,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,50,161,492480,1672828
Bihar,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,105,1360,1661927,14926892
Chandigarh,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,173,289,1828951,3859128
Chhattisgarh,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,88,238,893835,2469468
Dadra & Nagar Haveli,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,1,4,7000,137300
Daman & Diu,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,1,9,7000,254100
Delhi,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,105,564,1012100,19138920
Goa,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,43,124,455027,2826130
Gujarat,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,191,596,2859740,18460781
Haryana,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,278,617,8031750,16393499
Himachal Pradesh,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,36,104,1055850,3760717
Jammu & Kashmir,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,69,250,3370989,6791305
Jharkhand,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,23,161,1020000,2481616
Karnataka,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,227,794,6406768,20384449
Kerala,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,170,446,3172187,6999821
Lakshadweep,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,0,0,0,0
Madhya Pradesh,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,571,1816,3679468,9758820
Maharashtra,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,286,1581,2757661,27407583
Manipur,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,1,5,42000,136262
Meghalaya,2004,Motor Vehicles - Motor car/Taxi/Jeep - Property,4.2 Motor Vehicles - Motor Car/Taxi/Jeep,9,66,93370,20425655
