states_uts,district,year,murder,attempt_to_commit_murder,culpable_homicide_not_amounting_to_murder,attempt_to_commit_culpable_homicide,rape,custodial_rape,custodial_gang_rape,custodial_other_rape,rape_other_than_custodial,rape_gang_rape,rape_others,attempt_to_commit_rape,kidnapping_abduction_total,kidnapping_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnapping_abduction_of_women_to_compel_her_for_marriage,other_kidnapping,dacoity,dacoity_with_murder,other_dacoity,making_preparation_and_assembly_for_committing_dacoity,robbery,criminal_trespass_burglary,criminal_trespass_or_burglary,house_trespass_house_breaking,theft,auto_theft,other_thefts,unlawful_assembly,riots,riots_communal,riots_industrial,riots_political,riots_caste_conflict,riots_sc_sts_vs_non_scs_sts,riots_other_caste_conflict,riots_agrarian,riots_students,riots_sectarian,riots_others,criminal_breach_of_trust,cheating,forgery,counterfeiting,counterfeit_offences_related_to_counterfeit_coin,counterfeiting_government_stamp,counterfeit_currency_bank_notes,counterfeiting_currency_notes_bank_notes,using_forged_or_counterfeiting_currency_bank_notes,possession_of_forged_or_counterfeiting_currency_bank_notes,making_or_possessing_materials_for_forged_currency_bank_notes,making_or_using_documents_resembling_currency,arson,grievous_hurt,hurt,acid_attack,attempt_to_acid_attack,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,sexual_harassment,assault_or_use_of_criminal_force_to_women_with_intent_to_disrobe,voyeurism,stalking,other_assault_on_women,insult_to_the_modesty_of_women,at_office_premises,other_places_related_to_work,in_public_transport_system,places_other_than_231_232_233,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_country,causing_death_by_negligence,deaths_due_to_negligent_driving_act,deaths_due_to_other_causes,offences_against_state,sedition,other_offences_against_state,offences_promoting_enmity_between_different_groups,promoting_enmity_between_different_groups,imputation_assertions_prejudicial_to_national_integration,extortion,disclosure_of_identity_of_victims,incidence_of_rash_driving,humantrafficking,unnatural_offence,other_ipc_crimes,total_cognizable_ipc_crimes
Arunachal Pradesh,Papum Pare Rural,2014,7,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,4,0,2,0,2,0,3,6,6,0,20,6,14,0,2,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,false,0,0,0,0,0,0,0,9,9,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,4,0,0,0,0,20,96
Arunachal Pradesh,Siang East,2014,5,0,1,0,11,0,0,0,11,1,10,3,4,1,0,1,0,2,0,0,0,0,3,20,20,0,49,12,37,5,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,false,0,0,0,0,0,0,9,23,23,0,0,0,21,8,0,0,0,13,0,0,0,0,0,4,0,10,10,0,0,0,0,0,0,0,7,0,14,0,0,48,245
Arunachal Pradesh,Siang Upper,2014,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8,8,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,false,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,12,40
Arunachal Pradesh,Siang West,2014,10,4,0,0,6,0,0,0,6,0,6,3,2,0,1,0,0,1,0,0,0,0,4,18,18,0,29,4,25,0,4,0,0,2,0,0,0,0,0,0,2,7,13,2,0,0,false,0,0,0,0,0,0,2,30,30,0,0,0,11,0,0,0,0,11,3,0,0,0,3,8,0,6,6,0,0,0,0,0,0,0,3,0,13,0,0,71,249
Arunachal Pradesh,Subansiri Lower,2014,4,3,1,0,1,0,0,0,1,1,0,0,7,0,0,0,0,7,1,0,1,0,10,22,22,0,18,4,14,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,false,0,0,0,0,0,0,6,22,22,0,0,0,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,43,160
Arunachal Pradesh,Subansiri Upper,2014,3,2,0,0,5,0,0,0,5,0,5,1,2,0,0,0,2,0,1,0,1,0,5,11,11,0,33,2,31,0,4,0,0,3,0,0,0,0,0,0,1,3,5,2,0,0,false,0,0,0,0,0,0,7,19,19,0,0,0,16,0,0,0,0,16,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,9,0,16,0,0,85,234
Arunachal Pradesh,Tawang,2014,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,13,40
Arunachal Pradesh,Tirap,2014,2,10,0,0,3,0,0,0,3,0,3,0,10,3,0,3,2,2,0,0,0,0,3,9,9,0,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,false,0,0,0,0,0,0,0,6,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,42,117
Arunachal Pradesh,Total,2014,86,48,4,0,83,4,0,4,79,5,74,10,146,51,1,7,20,67,12,0,12,0,61,224,196,28,498,158,340,6,33,0,0,14,0,0,0,0,4,0,15,33,103,14,1,0,false,1,1,0,0,0,0,39,247,247,0,0,1,121,21,0,6,1,93,3,0,0,0,3,42,0,85,81,4,0,0,0,0,0,0,121,0,102,0,0,720,2843
Assam,Barpeta,2014,46,68,0,0,143,0,0,0,143,0,143,0,379,0,0,0,359,20,9,0,9,0,5,357,217,140,448,116,332,133,306,0,0,0,0,0,0,0,0,0,306,158,260,8,14,0,false,14,14,0,0,0,0,38,424,424,0,0,21,556,198,358,0,0,0,0,0,0,0,0,1116,0,70,67,3,0,0,0,0,0,0,70,0,309,0,0,4118,9056
Assam,Baska,2014,31,28,0,0,26,0,0,0,26,0,26,0,41,0,0,0,36,5,5,0,5,0,16,42,42,0,124,34,90,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,false,0,0,0,0,0,0,29,115,115,0,0,4,27,0,0,0,0,27,0,0,0,0,0,77,0,53,0,53,0,0,0,0,0,0,46,0,31,0,0,130,853
Assam,Bongaigaon,2014,17,23,0,0,31,0,0,0,31,0,31,0,51,0,0,0,29,22,3,0,3,0,12,84,84,0,190,108,82,0,15,0,0,0,0,0,0,0,0,0,15,7,55,0,1,0,false,1,1,0,0,0,0,11,98,98,0,0,4,8,0,0,0,0,8,0,0,0,0,0,178,0,77,0,77,0,0,0,0,0,0,0,0,85,0,0,838,1789
Assam,Cachar,2014,58,7,0,0,81,0,0,0,81,0,81,0,249,0,0,0,214,35,9,0,9,0,24,274,274,0,756,123,633,0,202,0,0,0,0,0,0,0,0,0,202,72,97,0,4,0,false,4,4,0,0,0,0,55,45,45,0,0,14,50,0,0,0,0,50,0,0,0,0,0,595,0,121,0,121,0,0,0,0,0,0,16,0,404,0,0,2507,5640
Assam,Chirang,2014,37,19,1,0,29,0,0,0,29,1,28,5,58,0,0,0,42,16,3,0,3,1,6,39,39,0,95,40,55,0,19,0,0,0,0,0,0,0,0,0,19,13,33,1,0,0,false,0,0,0,0,0,0,17,85,85,0,0,7,33,0,0,0,0,33,0,0,0,0,0,60,0,18,0,18,17,0,17,0,0,0,6,0,0,0,0,261,863
Assam,Darrang,2014,33,2,0,0,111,0,0,0,111,3,108,23,208,0,0,0,186,22,6,1,5,0,17,174,174,0,363,56,307,0,82,0,0,0,0,0,0,0,0,0,82,35,211,3,0,0,false,0,0,0,0,0,0,38,447,447,0,0,11,453,33,0,0,0,420,0,0,0,0,0,489,0,28,28,0,0,0,0,0,0,0,2,0,236,2,0,927,3901
Assam,Dhemaji,2014,18,5,2,0,45,0,0,0,45,5,40,12,84,0,0,2,68,14,3,0,3,0,15,26,26,0,106,35,71,0,0,0,0,0,0,0,0,0,0,0,0,13,52,0,1,0,false,1,1,0,0,0,0,5,136,136,0,0,3,51,3,18,0,0,30,1,0,1,0,0,111,0,50,49,1,3,1,2,0,0,0,27,0,25,5,0,269,1068
Assam,Dhubri,2014,58,143,1,0,193,0,0,0,193,0,193,0,420,0,0,0,405,15,23,0,23,2,21,280,280,0,432,113,319,265,531,0,0,0,0,0,0,0,0,0,531,187,272,0,3,0,false,3,3,0,0,0,0,82,1708,1708,0,0,10,193,0,0,0,0,193,0,0,0,0,0,1186,0,103,0,103,0,0,0,0,0,0,0,0,0,0,0,1040,7153
Assam,Dibrugarh,2014,77,7,2,0,67,0,0,0,67,0,67,0,163,0,0,0,123,40,6,0,6,0,43,150,150,0,826,39,787,2,12,0,0,0,0,0,0,0,0,0,12,81,40,2,2,0,false,2,2,0,0,0,0,23,330,330,0,0,5,105,0,0,0,0,105,0,0,0,0,0,253,0,104,0,104,0,0,0,0,0,0,17,0,0,0,0,791,3108
Assam,G. R. P.,2014,9,0,0,0,1,0,0,0,1,0,1,0,10,0,0,0,0,10,3,0,3,0,2,2,2,0,187,13,174,0,5,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,89,319
Assam,Goalpara,2014,44,62,0,0,108,0,0,0,108,0,108,0,218,0,0,8,119,91,21,0,21,0,23,243,243,0,266,99,167,0,52,0,0,0,0,0,0,0,0,0,52,17,137,0,0,0,false,0,0,0,0,0,0,28,360,360,0,0,8,121,0,0,0,0,121,0,0,0,0,0,367,0,70,0,70,0,0,0,0,0,0,0,0,0,2,0,476,2623
Assam,Golaghat,2014,88,68,0,0,74,0,0,0,74,0,74,37,238,0,0,0,190,48,11,0,11,2,41,87,0,87,365,127,238,34,29,0,0,0,0,0,0,0,0,0,29,21,37,7,1,0,false,1,1,0,0,0,0,32,448,448,0,0,7,74,0,0,0,0,74,0,0,0,0,0,166,0,86,0,86,4,0,4,0,0,0,67,0,0,4,0,904,2932
Assam,Guwahati City,2014,84,94,1,0,100,0,0,0,100,1,99,25,455,0,2,17,421,15,20,0,20,3,247,924,781,143,3095,1473,1622,18,155,0,0,0,0,0,0,0,0,0,155,577,449,31,8,0,false,8,8,0,0,0,0,50,179,179,0,0,11,143,50,23,0,0,70,0,0,0,0,0,486,0,283,0,283,7,0,7,0,0,0,174,0,447,0,0,4151,12216
Assam,Hailakandi,2014,24,1,0,0,77,0,0,0,77,0,77,0,104,0,0,0,89,15,3,0,3,1,3,93,0,93,178,39,139,0,287,0,0,0,0,0,0,0,0,0,287,28,44,0,0,0,false,0,0,0,0,0,0,9,13,13,0,0,4,23,0,0,0,0,23,0,0,0,0,0,209,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,803,1940
Assam,Jorhat,2014,30,3,2,0,36,0,0,0,36,0,36,0,94,0,0,0,72,22,8,0,8,0,76,145,145,0,518,168,350,0,7,0,0,0,0,0,0,0,0,0,7,75,169,0,0,0,false,0,0,0,0,0,0,22,259,259,0,0,6,157,0,0,0,0,157,0,0,0,0,0,401,0,13,0,13,0,0,0,0,0,0,73,0,325,0,0,1313,3732
Assam,Kamrup,2014,65,128,1,0,77,0,0,0,77,0,77,23,164,0,1,20,39,104,14,0,14,0,63,274,274,0,727,112,615,1,0,0,0,0,0,0,0,0,0,0,0,52,101,10,3,0,true,2,0,1,1,0,0,12,45,45,0,0,1,15,0,0,0,0,15,0,0,0,0,0,595,0,4,4,0,0,0,0,0,0,0,102,0,304,4,0,0,2785
Assam,Karbi Anglong,2014,38,25,11,0,23,0,0,0,23,1,22,6,78,0,2,9,55,12,3,0,3,0,10,2,0,2,181,40,141,6,6,0,0,0,0,0,0,0,0,0,6,10,29,2,2,0,false,2,2,0,0,0,0,0,95,95,0,0,0,26,0,0,0,0,26,0,0,0,0,0,42,0,74,74,0,16,0,16,0,0,0,77,0,16,11,0,171,960
Assam,Karimganj,2014,33,42,0,0,75,0,0,0,75,2,73,0,119,0,0,0,109,10,14,0,14,8,8,220,220,0,199,32,167,237,57,0,0,0,0,0,0,0,0,0,57,25,82,15,2,0,false,2,2,0,0,0,0,29,209,209,0,0,13,10,0,0,0,0,10,0,0,0,0,0,337,0,15,0,15,0,0,0,0,0,0,38,0,123,0,0,917,2827
Assam,Kokrajhar,2014,60,21,0,0,45,0,0,0,45,0,45,0,106,0,0,0,79,27,5,0,5,0,7,46,46,0,229,19,210,0,10,0,0,0,0,0,0,0,0,0,10,3,35,0,4,0,false,4,4,0,0,0,0,35,80,80,0,0,3,47,0,0,0,0,47,0,0,0,0,0,71,1,82,0,82,0,0,0,0,0,0,25,0,0,0,0,504,1419
Assam,Lakhimpur,2014,40,0,0,0,67,0,0,0,67,0,67,0,150,0,0,0,150,0,1,0,1,0,7,137,137,0,236,70,166,0,37,0,0,0,0,0,0,0,0,0,37,39,115,0,0,0,false,0,0,0,0,0,0,6,35,35,0,0,4,55,0,0,0,0,55,0,0,0,0,0,369,0,82,0,82,0,0,0,0,0,0,28,0,68,0,0,1396,2872
Assam,Morigaon,2014,28,77,0,0,81,0,0,0,81,0,81,14,174,0,0,0,174,0,8,0,8,0,12,93,93,0,234,80,154,88,130,0,0,0,0,0,0,0,0,0,130,13,127,0,2,0,false,2,2,0,0,0,0,17,222,222,0,0,7,328,0,0,0,0,328,0,0,0,0,0,349,0,53,53,0,0,0,0,0,0,0,42,0,118,16,0,324,2557
Assam,N. C. Hills,2014,76,8,15,0,6,0,0,0,6,0,6,0,30,0,0,0,25,5,0,0,0,0,5,17,17,0,46,11,35,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,false,0,0,0,0,0,0,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,18,0,0,0,0,0,0,0,18,0,0,0,0,25,299
Assam,Nagaon,2014,104,102,10,10,187,0,0,0,187,10,177,78,454,0,0,4,295,155,55,0,55,1,127,455,455,0,735,122,613,14,485,0,0,2,0,0,0,0,0,0,483,226,175,14,0,0,false,0,0,0,0,0,0,98,909,909,0,0,22,350,174,0,0,0,176,0,0,0,0,0,1162,0,239,239,0,0,0,0,0,0,0,174,0,331,6,0,1876,8399
Assam,Nalbari,2014,27,18,0,0,41,0,0,0,41,0,41,0,116,0,0,0,100,16,18,0,18,0,114,145,145,0,225,25,200,0,23,0,0,0,0,0,0,0,0,0,23,17,43,0,1,0,false,1,1,0,0,0,0,8,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,1239,2122
Assam,Sibsagar,2014,80,38,3,0,44,0,0,0,44,0,44,0,222,0,0,0,177,45,3,0,3,0,42,196,196,0,599,177,422,19,31,0,0,0,0,0,0,0,0,0,31,136,95,0,8,0,false,8,8,0,0,0,0,29,811,811,0,0,6,153,0,0,0,0,153,0,0,0,0,0,333,0,67,0,67,7,0,7,0,0,0,39,0,0,0,0,1275,4236
Assam,Sonitpur,2014,110,81,8,0,112,0,0,0,112,0,112,0,222,0,0,0,202,20,4,0,4,0,27,282,282,0,566,72,494,0,90,0,0,0,0,0,0,0,0,0,90,36,146,3,2,0,false,2,2,0,0,0,0,31,227,227,0,0,5,20,0,0,0,0,20,0,0,0,0,0,381,0,168,0,168,0,0,0,0,0,0,102,0,229,13,0,1041,3906
Assam,Tinsukia,2014,90,44,0,4,66,0,0,0,66,0,66,3,143,0,0,0,64,79,6,0,6,2,45,106,106,0,679,125,554,17,47,0,0,0,0,0,0,0,0,0,47,88,96,3,1,0,false,1,1,0,0,0,0,16,109,109,0,0,3,66,0,0,0,0,66,0,0,0,0,0,164,0,114,70,44,2,0,2,0,0,0,34,0,151,4,0,1206,3309
Assam,Udalguri,2014,46,28,0,0,34,0,0,0,34,0,34,1,73,0,1,1,61,10,3,0,3,0,20,61,61,0,132,30,102,0,18,0,0,0,0,0,0,0,0,0,18,21,24,0,3,0,false,3,3,0,0,0,0,21,143,143,0,0,9,35,0,0,0,0,35,0,0,0,0,0,81,0,38,0,38,0,0,0,0,0,0,40,0,0,1,0,621,1453
Assam,Total,2014,1451,1142,57,14,1980,0,0,0,1980,23,1957,227,4823,0,6,61,3883,873,267,1,266,20,1038,4954,4489,465,12737,3498,9239,834,2640,0,0,2,0,0,0,0,0,0,2638,1952,2956,99,62,0,true,61,59,1,1,0,0,743,7583,7583,0,0,188,3099,458,399,0,0,2242,1,0,1,0,0,9626,1,2079,602,1477,56,1,55,0,0,0,1226,0,3202,68,0,29212,94337
Bihar,Araria,2014,53,176,5,0,35,0,0,0,35,0,35,0,85,0,0,0,68,17,16,0,16,0,28,49,49,0,310,36,274,6,306,0,0,0,0,0,0,0,0,0,306,24,108,18,0,0,false,0,0,0,0,0,0,11,26,26,0,0,17,1,0,1,0,0,0,0,0,0,0,0,6,0,95,95,0,0,0,0,0,0,0,12,0,52,0,0,2459,3898
Bihar,Arwal,2014,25,29,2,1,6,0,0,0,6,0,6,0,26,0,1,0,18,7,5,0,5,0,8,51,51,0,78,21,57,3,82,1,0,0,0,0,0,0,0,0,81,9,42,12,0,0,false,0,0,0,0,0,0,3,25,25,0,0,11,4,1,0,0,0,3,0,0,0,0,0,0,0,25,22,3,0,0,0,0,0,0,19,0,45,3,0,477,991
Bihar,Aurangabad,2014,74,40,3,0,12,0,0,0,12,1,11,10,86,3,6,1,69,7,33,1,32,1,27,104,104,0,352,114,238,8,250,2,0,0,0,0,0,0,0,0,248,52,122,28,3,0,false,3,0,2,1,0,0,12,199,198,1,0,28,29,25,2,0,1,1,0,0,0,0,0,110,0,84,25,59,17,15,2,0,0,0,9,0,247,4,0,1135,3079
Bihar,Bagaha,2014,21,0,8,0,14,0,0,0,14,1,13,9,76,20,0,0,56,0,2,0,2,0,8,26,26,0,147,26,121,0,123,0,0,0,0,0,0,0,0,0,123,48,33,0,1,0,false,1,1,0,0,0,0,2,8,8,0,0,7,38,25,12,0,1,0,0,0,0,0,0,56,0,22,22,0,0,0,0,0,0,0,3,0,18,0,0,1190,1860
Bihar,Banka,2014,59,143,0,183,22,0,0,0,22,0,22,0,73,2,9,0,62,0,11,0,11,0,19,41,41,0,143,30,113,0,195,0,0,0,0,0,0,95,0,0,100,31,10,0,0,0,false,0,0,0,0,0,0,17,327,327,0,0,23,3,0,3,0,0,0,0,0,0,0,0,64,0,109,109,0,0,0,0,0,0,0,23,0,87,0,0,922,2505
Bihar,Begusarai,2014,121,199,5,5,30,0,0,0,30,5,25,27,209,48,23,6,132,0,26,1,25,14,60,145,145,0,598,116,482,9,461,0,0,0,0,0,0,0,0,0,461,47,89,38,2,2,false,0,0,0,0,0,0,24,79,77,2,0,28,37,2,3,0,3,29,1,0,0,0,1,55,0,89,87,2,0,0,0,0,0,0,124,0,258,0,0,2416,5196
Bihar,Bettiah,2014,75,9,0,0,33,0,0,0,33,0,33,0,115,0,12,1,102,0,7,0,7,0,11,121,121,0,497,195,302,0,508,0,0,0,0,0,0,0,0,0,508,44,155,0,5,0,false,5,5,0,0,0,0,19,10,10,0,0,39,0,0,0,0,0,0,0,0,0,0,0,106,0,134,134,0,0,0,0,0,0,0,41,0,68,0,0,2715,4712
Bihar,Bhabhua,2014,56,105,0,0,12,0,0,0,12,0,12,16,86,26,0,1,59,0,8,0,8,0,21,79,79,0,344,51,293,0,97,0,0,0,0,0,0,0,0,0,97,23,49,0,0,0,false,0,0,0,0,0,0,13,5,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,44,0,89,89,0,0,0,0,0,0,0,0,0,98,0,0,1110,2267
Bihar,Bhagalpur,2014,102,66,5,0,52,0,0,0,52,2,50,25,213,35,11,2,165,0,13,0,13,3,42,225,225,0,677,299,378,0,348,5,0,0,0,0,0,0,0,0,343,44,87,109,1,1,false,0,0,0,0,0,0,10,2,1,1,0,20,31,16,13,0,2,0,0,0,0,0,0,161,0,128,128,0,0,0,0,0,0,0,45,0,140,1,0,2213,4763
Bihar,Bhojpur,2014,116,243,7,188,32,0,0,0,32,5,27,15,151,13,7,1,107,23,12,0,12,6,23,224,224,0,520,96,424,10,205,1,0,0,0,0,0,102,4,0,98,26,426,130,0,0,false,0,0,0,0,0,0,41,611,611,0,0,46,7,2,5,0,0,0,0,0,0,0,0,129,0,138,138,0,0,0,0,0,0,0,158,0,126,0,0,1898,5488
Bihar,Buxar,2014,56,12,6,5,16,0,0,0,16,0,16,0,87,14,0,1,72,0,6,0,6,0,32,100,100,0,438,112,326,0,358,0,0,0,5,0,5,0,0,0,353,12,36,0,0,0,false,0,0,0,0,0,0,10,260,260,0,0,24,13,13,0,0,0,0,0,0,0,0,0,95,0,54,54,0,0,0,0,0,0,0,0,0,91,0,0,1573,3284
Bihar,Darbhanga,2014,71,179,6,0,50,0,0,0,50,0,50,56,289,0,0,0,216,73,12,0,12,0,36,145,145,0,585,196,389,0,621,6,0,0,0,0,0,0,0,0,615,56,120,0,0,0,false,0,0,0,0,0,0,28,373,373,0,0,30,8,8,0,0,0,0,0,0,0,0,0,298,0,149,149,0,0,0,0,0,0,0,11,0,140,0,2,2103,5368
Bihar,Gaya,2014,145,53,9,5,48,0,0,0,48,0,48,26,248,0,72,2,174,0,50,0,50,5,77,209,209,0,1366,632,734,0,543,7,0,0,0,0,0,0,0,0,536,35,73,27,0,0,false,0,0,0,0,0,0,5,907,907,0,0,63,0,0,0,0,0,0,0,0,0,0,0,198,0,289,0,289,0,0,0,0,0,0,74,0,419,3,0,2355,7232
Bihar,Gopalganj,2014,87,469,2,5,14,0,0,0,14,5,9,0,172,0,0,1,110,61,10,0,10,0,36,79,79,0,276,59,217,0,398,26,0,0,0,0,0,0,0,0,372,23,153,26,0,0,false,0,0,0,0,0,0,18,299,299,0,0,33,0,0,0,0,0,0,6,0,0,0,6,156,0,117,117,0,0,0,0,0,0,0,6,0,0,0,0,1494,3879
Bihar,Jamalpur Railway,2014,9,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,3,0,3,1,3,2,0,2,195,11,184,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,72,298
Bihar,Jamui,2014,61,187,3,0,23,0,0,0,23,1,22,23,70,4,10,4,41,11,8,1,7,0,33,54,54,0,124,26,98,0,133,0,0,0,0,0,0,0,0,0,133,27,23,23,0,0,false,0,0,0,0,0,0,3,79,79,0,0,21,10,0,0,0,0,10,1,0,0,0,1,46,0,53,44,9,0,0,0,0,0,0,0,0,77,0,0,617,1699
Bihar,Jehanabad,2014,38,13,3,0,10,0,0,0,10,1,9,13,84,23,4,2,55,0,8,0,8,2,30,40,40,0,215,61,154,0,202,0,0,0,0,0,0,0,0,0,202,4,36,0,0,0,false,0,0,0,0,0,0,11,723,723,0,0,22,0,0,0,0,0,0,0,0,0,0,0,56,0,60,60,0,0,0,0,0,0,0,18,0,71,0,0,309,1968
Bihar,Katihar,2014,70,60,0,0,65,0,0,0,65,0,65,17,144,0,1,0,103,40,16,0,16,2,33,84,84,0,447,261,186,0,238,0,0,0,0,0,0,0,0,0,238,11,71,13,0,0,false,0,0,0,0,0,0,4,169,169,0,0,14,0,0,0,0,0,0,0,0,0,0,0,59,0,93,93,0,0,0,0,0,0,0,27,0,108,2,0,1668,3415
Bihar,Katihar Railway,2014,10,9,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,1,0,1,0,8,4,0,4,182,35,147,0,4,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,false,0,0,0,0,0,0,1,4,4,0,0,0,11,3,0,0,0,8,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,61,313
Bihar,Khagaria,2014,52,94,4,3,14,0,0,0,14,0,14,17,118,13,13,0,92,0,10,1,9,0,19,31,17,14,165,39,126,0,172,0,0,0,0,0,0,0,0,0,172,3,72,7,0,0,false,0,0,0,0,0,0,19,136,136,0,0,17,2,2,0,0,0,0,0,0,0,0,0,19,0,74,74,0,0,0,0,0,0,0,6,0,83,0,0,1452,2589
Bihar,Kishanganj,2014,46,6,1,0,64,0,0,0,64,0,64,0,122,14,7,0,101,0,7,0,7,2,12,52,46,6,261,117,144,0,171,3,0,0,0,0,0,0,0,0,168,4,75,3,0,0,false,0,0,0,0,0,0,13,298,298,0,0,12,22,1,0,0,0,21,0,0,0,0,0,85,0,24,24,0,0,0,0,0,0,0,2,0,59,5,0,636,1982
Bihar,Lakhisarai,2014,46,97,6,3,10,0,0,0,10,1,9,5,66,10,1,0,35,20,6,0,6,1,20,21,21,0,181,52,129,11,193,2,0,2,0,0,0,46,0,0,143,47,39,14,0,0,false,0,0,0,0,0,0,10,60,60,0,0,8,63,43,20,0,0,0,1,0,0,0,1,29,0,94,94,0,2,0,2,0,0,0,20,0,75,14,1,585,1728
Bihar,Madhepura,2014,44,123,1,28,10,0,0,0,10,0,10,19,78,8,13,0,57,0,3,0,3,4,37,43,43,0,185,55,130,21,225,0,0,0,0,0,0,0,0,0,225,13,37,71,0,0,false,0,0,0,0,0,0,10,35,35,0,0,8,8,8,0,0,0,0,0,0,0,0,0,50,0,62,62,0,0,0,0,0,0,0,0,0,76,0,0,1235,2426
Bihar,Madhubani,2014,74,335,3,0,41,0,0,0,41,0,41,11,199,21,8,1,169,0,23,2,21,2,33,124,124,0,410,111,299,0,406,0,0,0,0,0,0,0,0,0,406,12,35,40,0,0,false,0,0,0,0,0,0,4,323,323,0,0,34,9,9,0,0,0,0,0,0,0,0,0,227,0,114,114,0,0,0,0,0,0,0,12,0,127,3,2,2510,5113
Bihar,Motihari,2014,146,106,0,0,31,0,0,0,31,0,31,0,262,0,0,0,223,39,22,0,22,3,25,240,240,0,660,200,460,0,944,0,0,0,0,0,0,0,0,0,944,100,130,0,4,0,false,4,4,0,0,0,0,25,800,800,0,0,75,0,0,0,0,0,0,0,0,0,0,0,263,0,257,257,0,0,0,0,0,0,0,30,0,0,0,0,5367,9490
Bihar,Munger,2014,46,21,2,0,11,0,0,0,11,0,11,8,52,9,3,2,38,0,4,0,4,3,28,51,30,21,199,43,156,0,195,0,0,0,0,0,0,0,0,0,195,17,62,20,0,0,false,0,0,0,0,0,0,16,7,7,0,0,8,5,3,2,0,0,0,0,0,0,0,0,48,0,54,54,0,0,0,0,0,0,0,27,0,63,0,0,831,1778
Bihar,Muzaffarpur,2014,185,85,44,0,44,0,0,0,44,0,44,61,444,0,227,2,215,0,28,0,28,0,134,281,281,0,2097,1249,848,0,659,0,0,0,0,0,0,0,0,0,659,85,330,0,285,285,false,0,0,0,0,0,0,24,2943,2943,0,0,178,166,83,0,0,0,83,0,0,0,0,0,109,5,185,185,0,0,0,0,0,0,0,0,0,0,0,0,1001,9373
Bihar,Muzaffarpur Railway,2014,18,0,1,0,2,0,0,0,2,0,2,0,9,6,0,1,2,0,4,0,4,0,1,4,4,0,316,48,268,0,7,0,0,0,0,0,0,0,0,0,7,0,0,14,0,0,false,0,0,0,0,0,0,0,6,6,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,208,596
Bihar,Nalanda,2014,107,52,31,25,29,0,0,0,29,1,28,12,207,51,1,0,119,36,9,0,9,0,58,95,95,0,464,168,296,0,328,0,0,1,1,0,1,0,1,0,325,9,157,5,0,0,false,0,0,0,0,0,0,15,630,630,0,0,59,4,0,0,4,0,0,0,0,0,0,0,271,0,115,115,0,0,0,0,0,0,0,0,0,371,0,0,3818,6871
