area_name,year,group_name,sub_group_name,rank_all_ranks_total,rank_asi_equivalent,rank_aspdyspassttcommandant,rank_below_hc_and_above_constables,rank_constables,rank_dgaddl_dg,rank_dig,rank_head_constables,rank_igsplig,rank_inspectors_equivalent,rank_si_equivalent,rank_sspspaddlspcommandant
Bihar,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,913,18,10,0,689,0,0,164,0,7,24,1
Chandigarh,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,174,1,0,0,134,0,0,36,0,0,3,0
Goa,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,933,18,7,0,706,0,0,165,0,8,25,4
Jammu & Kashmir,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,1373,17,13,0,1032,0,0,256,0,11,44,0
Karnataka,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,132,9,0,0,96,0,0,22,0,1,4,0
Maharashtra,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Manipur,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,100,0,0,0,100,0,0,0,0,0,0,0
Mizoram,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,14,0,1,0,13,0,0,0,0,0,0,0
Odisha,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,5,0,4,0,0,0,0,0,0,0,0,1
Sikkim,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,4114,0,0,0,4114,0,0,0,0,0,0,0
Tripura,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,247,0,0,0,197,0,0,44,0,0,6,0
West Bengal,2010,Sanctioned Women Police Strength - Armed Police,D2. Sanctioned Women Armed Police,0,0,0,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),16,0,0,0,10,0,0,4,0,0,2,0
Andhra Pradesh,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1265,0,0,0,1178,0,0,51,0,0,36,0
Arunachal Pradesh,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),65,4,0,0,40,0,0,12,0,0,9,0
Assam,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),223,5,0,8,185,0,0,8,0,0,17,0
Bihar,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),834,10,1,8,734,0,0,29,0,1,50,1
Chandigarh,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),35,1,0,0,31,0,0,2,0,0,1,0
Chhattisgarh,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),606,32,3,0,415,0,0,105,0,7,43,1
Dadra & Nagar Haveli,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1800,246,1,0,966,0,0,355,0,62,170,0
Goa,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),197,1,0,0,187,0,0,6,0,0,3,0
Gujarat,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),2311,226,1,0,1703,0,1,322,1,11,45,1
Haryana,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),503,36,0,0,368,0,0,75,0,4,20,0
Himachal Pradesh,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),146,1,0,0,135,0,0,8,0,0,2,0
Jammu & Kashmir,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1432,13,6,0,1374,0,1,9,0,9,18,2
Karnataka,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),2530,61,3,0,1786,0,0,599,0,15,65,1
Kerala,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),480,0,1,0,417,0,0,0,0,11,51,0
Lakshadweep,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),18,0,0,0,16,0,0,1,0,0,1,0
Madhya Pradesh,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1192,64,1,841,9,0,0,194,0,14,69,0
Maharashtra,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),3507,31,3,0,2954,0,0,334,0,17,168,0
Manipur,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),253,0,0,3,243,0,0,3,0,0,4,0
Meghalaya,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),44,4,0,0,40,0,0,0,0,0,0,0
Mizoram,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),837,30,4,99,593,0,0,69,0,7,33,2
Odisha,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),332,45,1,0,234,0,0,0,0,12,40,0
Puducherry,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),80,1,0,0,70,0,0,6,0,1,2,0
Punjab,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),393,5,0,0,326,0,0,46,0,7,9,0
Rajasthan,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),722,17,2,0,640,0,0,23,0,2,36,2
Sikkim,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),108,0,0,0,0,0,0,88,0,0,19,1
Tamil Nadu,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),11775,0,26,1375,7489,2,1,1324,1,180,1371,6
Tripura,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),219,21,2,0,175,0,0,0,0,1,19,1
Uttar Pradesh,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1877,0,0,0,1541,0,0,142,0,11,183,0
Uttarakhand,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),186,0,0,0,164,0,0,13,0,0,9,0
West Bengal,2001,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1172,108,1,0,887,0,0,6,0,12,158,0
Andaman & Nicobar Islands,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),16,0,0,0,10,0,0,4,0,0,2,0
Andhra Pradesh,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1388,0,0,0,1300,0,0,51,0,0,37,0
Arunachal Pradesh,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),65,4,0,0,40,0,0,12,0,0,9,0
Assam,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),223,5,0,8,185,0,0,8,0,0,17,0
Bihar,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),901,11,4,0,805,0,0,25,0,1,51,4
Chandigarh,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),35,1,0,0,31,0,0,2,0,0,1,0
Chhattisgarh,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),606,32,3,0,415,0,0,105,0,7,43,1
Dadra & Nagar Haveli,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1800,246,1,0,966,0,0,355,0,62,170,0
Goa,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),197,1,0,0,187,0,0,6,0,0,3,0
Gujarat,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),2333,226,1,0,1703,0,1,344,1,11,45,1
Haryana,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),569,36,0,0,461,0,0,48,0,4,20,0
Himachal Pradesh,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),146,1,0,0,135,0,0,8,0,0,2,0
Jammu & Kashmir,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1432,13,6,0,1374,0,1,9,0,9,18,2
Jharkhand,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),3,1,0,0,0,0,0,0,0,0,2,0
Karnataka,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),2792,72,3,0,1963,0,0,668,0,15,70,1
Kerala,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),623,0,1,0,417,0,0,135,0,16,54,0
Lakshadweep,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),18,0,0,0,16,0,0,1,0,0,1,0
Madhya Pradesh,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),2008,45,39,0,1018,0,2,734,1,10,151,8
Maharashtra,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),3507,199,3,0,2954,0,0,334,0,17,0,0
Manipur,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),253,0,0,3,243,0,0,3,0,0,4,0
Meghalaya,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),44,0,0,0,40,0,0,0,0,0,4,0
Mizoram,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),375,38,1,0,250,0,0,41,0,11,33,1
Nagaland,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1365,50,6,148,977,0,0,112,0,12,56,4
Odisha,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),342,47,1,0,241,0,0,0,0,12,41,0
Puducherry,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),80,1,0,0,70,0,0,6,0,1,2,0
Punjab,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),393,5,0,0,326,0,0,46,0,7,9,0
Rajasthan,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),722,17,2,0,640,0,0,23,0,2,36,2
Sikkim,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),11474,0,31,1547,7638,2,1,933,1,180,1137,4
Tripura,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),237,21,2,0,193,0,0,0,0,1,19,1
Uttar Pradesh,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1877,0,0,0,1541,0,0,142,0,11,183,0
Uttarakhand,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),186,0,0,0,164,0,0,13,0,0,9,0
West Bengal,2002,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1224,114,10,0,909,0,1,6,0,17,165,2
Andaman & Nicobar Islands,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),16,0,0,0,10,0,0,4,0,0,2,0
Andhra Pradesh,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1401,0,0,0,1312,0,0,51,0,0,38,0
Arunachal Pradesh,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),65,4,0,0,40,0,0,12,0,0,9,0
Assam,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),223,5,0,8,185,0,0,8,0,0,17,0
Bihar,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),890,10,3,0,800,0,0,22,0,1,50,4
Chandigarh,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),35,1,0,0,31,0,0,2,0,0,1,0
Chhattisgarh,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),95,0,0,0,87,0,0,0,0,3,5,0
Dadra & Nagar Haveli,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),9,0,0,0,4,0,0,3,0,0,2,0
Daman & Diu,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),2199,282,1,0,1178,0,0,461,0,71,206,0
Goa,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),197,1,0,0,187,0,0,6,0,0,3,0
Gujarat,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),2333,226,1,0,1703,0,1,344,1,11,45,1
Haryana,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),503,36,0,0,368,0,0,75,0,4,20,0
Himachal Pradesh,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),140,1,0,0,130,0,0,7,0,0,2,0
Jammu & Kashmir,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1432,13,6,0,1374,0,1,9,0,9,18,2
Jharkhand,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),158,1,0,0,155,0,0,2,0,0,0,0
Karnataka,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),4787,194,7,0,3295,0,0,1114,0,33,141,3
Kerala,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),2756,0,1,0,2484,0,0,194,0,18,58,1
Lakshadweep,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),18,0,0,0,16,0,0,1,0,0,1,0
Madhya Pradesh,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),203,47,36,0,0,0,1,0,1,14,100,4
Maharashtra,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),3497,31,3,0,2944,0,0,334,0,17,168,0
Manipur,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),264,2,0,3,253,0,0,3,0,0,3,0
Meghalaya,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),44,0,0,0,40,0,0,0,0,0,4,0
Mizoram,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),6,0,0,0,6,0,0,0,0,0,0,0
Nagaland,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),76,6,1,0,63,0,0,0,0,1,5,0
Odisha,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),342,47,1,0,241,0,0,0,0,12,41,0
Puducherry,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),80,1,0,0,70,0,0,6,0,1,2,0
Punjab,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),393,5,0,0,326,0,0,46,0,7,9,0
Rajasthan,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),722,17,2,0,640,0,0,23,0,2,36,2
Sikkim,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),7559,0,31,42,4937,2,1,990,1,180,1371,4
Tripura,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),237,21,2,0,193,0,0,0,0,1,19,1
Uttar Pradesh,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1877,0,0,0,1541,0,0,142,0,11,183,0
Uttarakhand,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),186,0,0,0,164,0,0,13,0,0,9,0
West Bengal,2003,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1230,114,10,0,914,0,2,7,0,17,165,1
Andaman & Nicobar Islands,2004,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),16,0,0,0,10,0,0,4,0,0,2,0
Andhra Pradesh,2004,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),1414,0,0,0,1323,0,0,51,0,0,40,0
Arunachal Pradesh,2004,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),65,4,0,0,40,0,0,12,0,0,9,0
Assam,2004,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),223,5,0,8,185,0,0,8,0,0,17,0
Bihar,2004,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),890,10,3,0,800,0,0,22,0,1,50,4
Chandigarh,2004,Sanctioned Women Police Strength - Civil Police,D1. Sanctioned Women Civil Police (Incl. District Armed Police),35,1,0,0,31,0,0,2,0,0,1,0
