state_ut,crime_head,male_below_18_years,female_below_18_years,male_between_18_30_years,female_between_18_30_years,male_between_30_45_years,female_between_30_45_years,male_between_45_60_years,female_between_45_60_years,male_above_60_years,female_above_60_years,male_total,female_total,grand_total
CHANDIGARH,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,2,0,0,1,0,0,0,0,2,1,3
LAKSHADWEEP,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,1,0,0,1,2,0,0,0,3,1,4
TOTAL (UTs),"PROHIBITION OF CHILD MARRIAGE ACT, 2006",0,0,3,0,0,2,2,0,0,0,5,2,7
TOTAL (ALL-INDIA),"PROHIBITION OF CHILD MARRIAGE ACT, 2006",9,0,68,8,145,33,100,22,8,4,330,67,397
ANDHRA PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",1,0,4,5,10,3,3,0,0,0,18,8,26
ARUNACHAL PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,3,0,0,0,0,0,3,0,3
BIHAR,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,5,0,2,0,0,0,0,0,7,0,7
CHHATTISGARH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,1,0,0,0,0,0,0,0,1,0,1
GOA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,1,4,5,0,0,0,0,4,6,10
HIMACHAL PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,3,0,6,0,0,0,0,0,9,0,9
MADHYA PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,1,0,1,0,0,0,2,0,2
MANIPUR,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,1,0,0,0,0,0,1,0,1
PUNJAB,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",3,0,48,2,13,0,0,0,0,0,64,2,66
SIKKIM,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,2,0,16,0,20,0,2,0,40,0,40
TRIPURA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,2,0,8,0,0,0,0,0,10,0,10
TOTAL (STATES),"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",4,0,65,8,64,8,24,0,2,0,159,16,175
A & N ISLANDS,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (ALL-INDIA),"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",4,0,65,8,64,8,24,0,2,0,159,16,175
ANDHRA PRADESH,"COPYRIGHT ACT, 1957",0,0,401,0,330,0,59,0,2,0,792,0,792
ARUNACHAL PRADESH,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"COPYRIGHT ACT, 1957",0,0,0,0,4,0,0,0,0,0,4,0,4
BIHAR,"COPYRIGHT ACT, 1957",0,0,10,0,16,0,7,0,0,0,33,0,33
CHHATTISGARH,"COPYRIGHT ACT, 1957",0,0,2,0,13,0,1,1,0,0,16,1,17
GOA,"COPYRIGHT ACT, 1957",0,0,2,0,8,0,1,0,0,0,11,0,11
GUJARAT,"COPYRIGHT ACT, 1957",6,5,177,6,200,2,28,0,1,0,412,13,425
HARYANA,"COPYRIGHT ACT, 1957",0,0,68,0,71,0,16,0,0,0,155,0,155
HIMACHAL PRADESH,"COPYRIGHT ACT, 1957",0,0,3,0,6,0,0,0,0,0,9,0,9
JAMMU & KASHMIR,"COPYRIGHT ACT, 1957",0,0,2,0,3,0,3,0,0,0,8,0,8
JHARKHAND,"COPYRIGHT ACT, 1957",0,0,24,0,15,0,4,0,0,0,43,0,43
KARNATAKA,"COPYRIGHT ACT, 1957",0,0,210,0,169,11,37,0,4,0,420,11,431
KERALA,"COPYRIGHT ACT, 1957",0,0,104,0,134,0,22,0,4,0,264,0,264
MADHYA PRADESH,"COPYRIGHT ACT, 1957",0,0,44,0,44,0,7,0,1,0,96,0,96
MAHARASHTRA,"COPYRIGHT ACT, 1957",2,0,295,1,217,2,38,1,1,0,553,4,557
MANIPUR,"COPYRIGHT ACT, 1957",0,0,2,0,2,1,0,0,0,0,4,1,5
MEGHALAYA,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,"COPYRIGHT ACT, 1957",0,0,190,8,173,16,50,4,0,0,413,28,441
RAJASTHAN,"COPYRIGHT ACT, 1957",0,0,218,0,149,0,28,0,1,0,396,0,396
SIKKIM,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"COPYRIGHT ACT, 1957",3,0,1364,1,1303,3,209,0,10,0,2889,4,2893
TRIPURA,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,"COPYRIGHT ACT, 1957",0,0,229,0,192,0,51,0,0,0,472,0,472
UTTARAKHAND,"COPYRIGHT ACT, 1957",0,0,2,0,10,0,6,0,0,0,18,0,18
WEST BENGAL,"COPYRIGHT ACT, 1957",0,0,160,0,226,0,48,0,9,0,443,0,443
TOTAL (STATES),"COPYRIGHT ACT, 1957",11,5,3507,16,3285,35,615,6,33,0,7451,62,7513
A & N ISLANDS,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"COPYRIGHT ACT, 1957",0,0,3,0,5,0,1,0,0,0,9,0,9
D & N HAVELI,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,"COPYRIGHT ACT, 1957",0,0,42,0,88,1,19,0,5,0,154,1,155
LAKSHADWEEP,"COPYRIGHT ACT, 1957",0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"COPYRIGHT ACT, 1957",0,0,3,0,6,0,2,0,0,0,11,0,11
TOTAL (UTs),"COPYRIGHT ACT, 1957",0,0,48,0,99,1,22,0,5,0,174,1,175
TOTAL (ALL-INDIA),"COPYRIGHT ACT, 1957",11,5,3555,16,3384,36,637,6,38,0,7625,63,7688
ANDHRA PRADESH,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (STATES),"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
A & N ISLANDS,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (UTs),"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL (ALL-INDIA),"COMMISSION SATI PREVENTION ACT, 1987",0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",2,1,618,44,696,79,356,39,86,0,1758,163,1921
ARUNACHAL PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,2,0,0,0,0,0,2,0,2
BIHAR,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",25,11,3189,153,2910,106,1385,42,189,11,7698,323,8021
CHHATTISGARH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,1,1,0,0,0,0,1,1,2
GUJARAT,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",4,0,184,7,228,21,94,6,8,0,518,34,552
HARYANA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",1,0,14,0,9,0,4,1,0,0,28,1,29
HIMACHAL PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",1,0,31,6,22,11,26,4,8,2,88,23,111
JAMMU & KASHMIR,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,292,7,220,23,77,17,9,0,598,47,645
KARNATAKA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",5,0,1056,42,1157,110,793,82,156,11,3167,245,3412
KERALA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,10,0,23,0,2,0,0,0,35,0,35
MADHYA PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,2,0,0,0,0,0,2,0,2
MAHARASHTRA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",2,0,236,17,270,28,105,10,9,1,622,56,678
MANIPUR,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",2,0,853,49,1117,52,397,6,39,0,2408,107,2515
PUNJAB,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,6,0,11,0,3,0,0,0,20,0,20
RAJASTHAN,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,17,0,21,1,7,0,0,0,45,1,46
SIKKIM,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,1,0,0,0,0,0,0,0,1,0,1
TAMIL NADU,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",50,0,755,49,745,72,341,41,31,8,1922,170,2092
TRIPURA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",4,0,3201,12,1511,4,866,2,0,0,5582,18,5600
UTTARAKHAND,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,2,0,9,0,0,0,0,0,11,0,11
WEST BENGAL,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,72,2,62,2,22,0,0,0,156,4,160
TOTAL (STATES),"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",96,12,10537,388,9016,510,4478,250,535,33,24662,1193,25855
A & N ISLANDS,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,1,0,0,0,0,0,1,0,1
D & N HAVELI,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,1,0,0,0,0,0,0,0,1,0,1
DAMAN & DIU,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",1,0,13,4,8,2,0,0,0,0,22,6,28
LAKSHADWEEP,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",0,0,4,0,5,0,1,0,0,0,10,0,10
TOTAL (UTs),"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",1,0,18,4,14,2,1,0,0,0,34,6,40
TOTAL (ALL-INDIA),"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989",97,12,10555,392,9030,512,4479,250,535,33,24696,1199,25895
ANDHRA PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",1,1,511,41,594,73,307,37,74,0,1487,152,1639
ARUNACHAL PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,2,0,0,0,0,0,2,0,2
BIHAR,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",20,9,3120,144,2805,99,1346,40,181,11,7472,303,7775
CHHATTISGARH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,1,1,0,0,0,0,1,1,2
GUJARAT,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",4,0,154,6,183,17,70,2,5,0,416,25,441
HARYANA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",1,0,14,0,9,0,4,1,0,0,28,1,29
HIMACHAL PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",1,0,27,6,21,11,26,4,8,2,83,23,106
JAMMU & KASHMIR,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,209,5,182,14,51,11,0,0,442,30,472
KARNATAKA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",4,0,874,30,987,96,646,71,149,11,2660,208,2868
KERALA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,10,0,17,0,1,0,0,0,28,0,28
MADHYA PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,2,0,0,0,0,0,2,0,2
MAHARASHTRA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",1,0,207,12,221,24,85,9,9,1,523,46,569
MANIPUR,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",1,0,637,23,835,38,290,5,37,0,1800,66,1866
PUNJAB,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,6,0,11,0,3,0,0,0,20,0,20
RAJASTHAN,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,15,0,14,0,7,0,0,0,36,0,36
SIKKIM,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,1,0,0,0,0,0,0,0,1,0,1
TAMIL NADU,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",50,0,754,49,743,72,341,41,31,8,1919,170,2089
TRIPURA,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",4,0,3145,9,1480,2,856,0,0,0,5485,11,5496
UTTARAKHAND,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,2,0,7,0,0,0,0,0,9,0,9
WEST BENGAL,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,45,1,38,1,16,0,0,0,99,2,101
TOTAL (STATES),"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",87,10,9731,326,8152,448,4049,221,494,33,22513,1038,23551
A & N ISLANDS,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,1,0,0,0,0,0,1,0,1
D & N HAVELI,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",1,0,13,4,8,2,0,0,0,0,22,6,28
LAKSHADWEEP,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",0,0,4,0,5,0,1,0,0,0,10,0,10
TOTAL (UTs),"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",1,0,17,4,14,2,1,0,0,0,33,6,39
TOTAL (ALL-INDIA),"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED CASTES",88,10,9748,330,8166,450,4050,221,494,33,22546,1044,23590
ANDHRA PRADESH,"SC/ST (PREVENTION OF ATROCITIES) ACT, 1989 FOR CRIMES COMMITTED AGAINST SCHEDULED TRIBES",1,0,107,3,102,6,49,2,12,0,271,11,282
