states_uts,crime_head,year,18_and_above_and_below_30_years_male,18_and_above_and_below_30_years_female,18_and_above_and_below_30_years_total,30_and_above_and_below_45_years_male,30_and_above_and_below_45_years_female,30_and_above_and_below_45_years_total,45_and_above_and_below_60_years_male,45_and_above_and_below_60_years_female,45_and_above_and_below_60_years_total,60_years_and_above_male,60_years_and_above_female,60_years_and_above_total,total_male,total_female,total_persons_arrested_by_age_and_sex
Rajasthan,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"34 - Prevention of Damage to Public Property Act, 1984",2014,98,0,98,69,0,69,10,0,10,0,0,0,177,0,177
Rajasthan,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"36 - Trade Marks Act, 1999",2014,3,0,3,3,0,3,0,0,0,0,0,0,6,0,6
Rajasthan,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"41 - Foreigners Act, 1946",2014,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
Rajasthan,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"44 - Representation of People Act, 1951",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,64,0,64,66,0,66,18,0,18,2,0,2,150,0,150
Rajasthan,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,56 - Other SLL crimes,2014,7413,32,7445,6093,37,6130,3252,12,3264,177,3,180,16935,84,17019
Rajasthan,57 - Total Cognizable SLL crimes,2014,32709,341,33050,28522,284,28806,12800,73,12873,834,5,839,74865,703,75568
Sikkim,"1 - Arms Act, 1959",2014,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
Sikkim,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,2,0,2,1,0,1,0,0,0,0,0,0,3,0,3
Sikkim,"3 - Gambling Act, 1867",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"4 - Excise Act, 1944",2014,16,6,22,9,4,13,0,0,0,0,0,0,25,10,35
Sikkim,5 - Prohibition Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,6 - Explosives and Explosive Substances Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"7 - Immoral Traffic (Prevention) Act, 1956",2014,1,0,1,3,1,4,0,0,0,1,0,1,5,1,6
Sikkim,7.1 - Under Section 5,2014,1,0,1,0,0,0,0,0,0,1,0,1,2,0,2
Sikkim,7.2 - Under Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,7.3 - Under Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,7.4 - Under Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,7.5 - Other Sections under ITP Act,2014,0,0,0,3,1,4,0,0,0,0,0,0,3,1,4
Sikkim,"8 - Indian Railways Act, 1989",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"11 - Passport Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"12 - Essential Commodities Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"14 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"16 - Copyright Act, 1957",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Sikkim,18.1 - POA Act for crimes committed against SCs,2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Sikkim,18.2 - POA Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"19 - Forest Act, 1927",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"20 - Prohibition of Child Marriage Act, 2006",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"21 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"22 - Information Technology Act, 2000",2014,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
Sikkim,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"24 - Electricity Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"25 - Wildlife Protection Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,26.3 - Against others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"34 - Prevention of Damage to Public Property Act, 1984",2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Sikkim,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"36 - Trade Marks Act, 1999",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"37 - Prevention of Insults to National Honour Act, 1971",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"41 - Foreigners Act, 1946",2014,2,0,2,4,0,4,1,0,1,0,0,0,7,0,7
Sikkim,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"44 - Representation of People Act, 1951",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"45 - Emigration Act, 1983",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,56 - Other SLL crimes,2014,96,5,101,44,2,46,4,0,4,0,0,0,144,7,151
Sikkim,57 - Total Cognizable SLL crimes,2014,122,11,133,64,7,71,5,0,5,1,0,1,192,18,210
Tamil Nadu,"1 - Arms Act, 1959",2014,130,0,130,239,2,241,67,0,67,5,0,5,441,2,443
Tamil Nadu,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,498,28,526,648,119,767,316,80,396,37,18,55,1499,245,1744
Tamil Nadu,"3 - Gambling Act, 1867",2014,4810,0,4810,8853,0,8853,4663,0,4663,286,0,286,18612,0,18612
Tamil Nadu,"4 - Excise Act, 1944",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,5 - Prohibition Act,2014,33123,2392,35515,46034,3620,49654,20442,1659,22101,1826,224,2050,101425,7895,109320
Tamil Nadu,6 - Explosives and Explosive Substances Act,2014,231,3,234,441,7,448,173,0,173,15,0,15,860,10,870
Tamil Nadu,"7 - Immoral Traffic (Prevention) Act, 1956",2014,212,111,323,299,137,436,131,44,175,1,0,1,643,292,935
Tamil Nadu,7.1 - Under Section 5,2014,44,33,77,66,37,103,28,21,49,1,0,1,139,91,230
Tamil Nadu,7.2 - Under Section 6,2014,2,0,2,0,2,2,3,0,3,0,0,0,5,2,7
Tamil Nadu,7.3 - Under Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,7.4 - Under Section 8,2014,1,7,8,8,11,19,0,0,0,0,0,0,9,18,27
Tamil Nadu,7.5 - Other Sections under ITP Act,2014,165,71,236,225,87,312,100,23,123,0,0,0,490,181,671
Tamil Nadu,"8 - Indian Railways Act, 1989",2014,6,0,6,5,0,5,0,0,0,0,0,0,11,0,11
Tamil Nadu,"9 - Registration of Foreigners Act, 1939",2014,2,0,2,11,0,11,0,0,0,0,0,0,13,0,13
Tamil Nadu,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,1,0,1,6,2,8,3,0,3,10,2,12
Tamil Nadu,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,6,2,8,3,0,3,9,2,11
Tamil Nadu,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Tamil Nadu,"11 - Passport Act, 1967",2014,149,4,153,252,26,278,34,0,34,0,0,0,435,30,465
Tamil Nadu,"12 - Essential Commodities Act, 1955",2014,3,0,3,17,0,17,3,0,3,0,0,0,23,0,23
Tamil Nadu,"13 - Antiquities & Art Treasures Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"14 - Dowry Prohibition Act, 1961",2014,185,21,206,218,60,278,57,17,74,6,1,7,466,99,565
Tamil Nadu,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
Tamil Nadu,"16 - Copyright Act, 1957",2014,1147,1,1148,1454,2,1456,259,0,259,2,0,2,2862,3,2865
Tamil Nadu,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,447,20,467,711,37,748,281,7,288,23,0,23,1462,64,1526
Tamil Nadu,18.1 - POA Act for crimes committed against SCs,2014,446,19,465,706,37,743,281,7,288,22,0,22,1455,63,1518
Tamil Nadu,18.2 - POA Act for crimes committed against STs,2014,1,1,2,5,0,5,0,0,0,1,0,1,7,1,8
Tamil Nadu,"19 - Forest Act, 1927",2014,28,0,28,22,0,22,2,0,2,0,0,0,52,0,52
Tamil Nadu,"20 - Prohibition of Child Marriage Act, 2006",2014,35,3,38,33,20,53,22,15,37,2,2,4,92,40,132
Tamil Nadu,"21 - Protection of Women from Domestic Violence Act, 2005",2014,1,0,1,3,0,3,0,0,0,0,0,0,4,0,4
Tamil Nadu,"22 - Information Technology Act, 2000",2014,54,0,54,41,1,42,1,0,1,1,0,1,97,1,98
Tamil Nadu,"23 - Official Secrets Act, 1923",2014,0,0,0,3,0,3,2,0,2,0,0,0,5,0,5
Tamil Nadu,"24 - Electricity Act, 2003",2014,3,0,3,6,0,6,1,0,1,0,0,0,10,0,10
Tamil Nadu,"25 - Wildlife Protection Act, 1972",2014,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5
Tamil Nadu,"26 - Bonded Labour System (Abolition) Act, 1976",2014,1,0,1,5,0,5,6,0,6,0,0,0,12,0,12
Tamil Nadu,26.1 - Against SCs,2014,0,0,0,2,0,2,1,0,1,0,0,0,3,0,3
Tamil Nadu,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,26.3 - Against others,2014,1,0,1,3,0,3,5,0,5,0,0,0,9,0,9
Tamil Nadu,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"34 - Prevention of Damage to Public Property Act, 1984",2014,848,8,856,1006,17,1023,259,3,262,14,2,16,2127,30,2157
Tamil Nadu,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"36 - Trade Marks Act, 1999",2014,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
Tamil Nadu,"37 - Prevention of Insults to National Honour Act, 1971",2014,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Tamil Nadu,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"39 - Lotteries (Regulation) Act, 1998",2014,655,0,655,1061,3,1064,389,0,389,34,0,34,2139,3,2142
Tamil Nadu,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
Tamil Nadu,"41 - Foreigners Act, 1946",2014,6,0,6,3,0,3,4,0,4,1,0,1,14,0,14
Tamil Nadu,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"43 - Religious Institution (Prevention of Misuse) Act, 1988",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"44 - Representation of People Act, 1951",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"45 - Emigration Act, 1983",2014,0,0,0,6,2,8,0,0,0,0,0,0,6,2,8
Tamil Nadu,"46 - Juvenile Justice (Care and Protection of Children) Act, 2000",2014,1,1,2,2,0,2,1,0,1,0,0,0,4,1,5
Tamil Nadu,"47 - Infant Substitutes Regulation Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"48 - Anti-Hijacking Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"49 - Atomic Energy Act, 1962",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"50 - Weapons of Mass Destruction (Proh. of Unlawful Activities) Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"51 - Suppression of Unlawful Acts against Safety of Civil Aviation Act, 1982",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"52 - Safety of Maritime Navigation Act, 2002",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"53 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"54 - Pre-Natal Diagnostic Techniques (Reg and Prev of Misuse) Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,"55 - The Maritime Zones of India (Reg of Fishing by Foreign Vessels) Act, 1981",2014,15,0,15,34,0,34,7,0,7,0,0,0,56,0,56
Tamil Nadu,56 - Other SLL crimes,2014,90542,5411,95953,71294,4836,76130,15932,1543,17475,704,86,790,178472,11876,190348
Tamil Nadu,57 - Total Cognizable SLL crimes,2014,133134,8003,141137,132712,8889,141601,43061,3370,46431,2960,333,3293,311867,20595,332462
Telangana,"1 - Arms Act, 1959",2014,56,0,56,142,0,142,27,0,27,0,0,0,225,0,225
Telangana,"2 - Narcotic Drugs & Psychotropic Substances Act, 1985",2014,100,4,104,197,11,208,64,0,64,15,3,18,376,18,394
Telangana,"3 - Gambling Act, 1867",2014,1494,0,1494,2129,4,2133,716,1,717,96,0,96,4435,5,4440
Telangana,"4 - Excise Act, 1944",2014,1701,123,1824,2360,322,2682,1202,195,1397,166,27,193,5429,667,6096
Telangana,5 - Prohibition Act,2014,1438,229,1667,2894,495,3389,1001,273,1274,91,74,165,5424,1071,6495
Telangana,6 - Explosives and Explosive Substances Act,2014,36,1,37,106,0,106,38,0,38,2,0,2,182,1,183
Telangana,"7 - Immoral Traffic (Prevention) Act, 1956",2014,371,103,474,328,105,433,81,33,114,5,0,5,785,241,1026
Telangana,7.1 - Under Section 5,2014,174,39,213,163,66,229,41,19,60,1,0,1,379,124,503
Telangana,7.2 - Under Section 6,2014,32,27,59,49,13,62,21,2,23,3,0,3,105,42,147
Telangana,7.3 - Under Section 7,2014,5,1,6,8,4,12,1,0,1,0,0,0,14,5,19
Telangana,7.4 - Under Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,7.5 - Other Sections under ITP Act,2014,160,36,196,108,22,130,18,12,30,1,0,1,287,70,357
Telangana,"8 - Indian Railways Act, 1989",2014,1,0,1,11,0,11,3,0,3,0,0,0,15,0,15
Telangana,"9 - Registration of Foreigners Act, 1939",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"10 - Protection of Civil Rights Act, 1955",2014,0,0,0,10,0,10,0,0,0,0,0,0,10,0,10
Telangana,10.1 - PCR Act for crimes committed against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,10.2 - PCR Act for crimes committed against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,10.3 - PCR Act for crimes committed against Others,2014,0,0,0,10,0,10,0,0,0,0,0,0,10,0,10
Telangana,"11 - Passport Act, 1967",2014,2,0,2,17,0,17,4,0,4,0,0,0,23,0,23
Telangana,"12 - Essential Commodities Act, 1955",2014,61,0,61,146,2,148,39,0,39,3,0,3,249,2,251
Telangana,"13 - Antiquities & Art Treasures Act, 1972",2014,4,0,4,15,0,15,20,0,20,1,0,1,40,0,40
Telangana,"14 - Dowry Prohibition Act, 1961",2014,171,4,175,455,35,490,150,44,194,31,4,35,807,87,894
Telangana,"15 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
Telangana,"16 - Copyright Act, 1957",2014,152,0,152,192,0,192,15,0,15,0,0,0,359,0,359
Telangana,17 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"18 - SC/ST (Prevention of Atrocities) Act, 1989)",2014,271,4,275,422,4,426,292,1,293,108,0,108,1093,9,1102
Telangana,18.1 - POA Act for crimes committed against SCs,2014,209,4,213,314,4,318,219,1,220,61,0,61,803,9,812
Telangana,18.2 - POA Act for crimes committed against STs,2014,62,0,62,108,0,108,73,0,73,47,0,47,290,0,290
Telangana,"19 - Forest Act, 1927",2014,2,0,2,6,0,6,3,0,3,0,0,0,11,0,11
Telangana,"20 - Prohibition of Child Marriage Act, 2006",2014,5,0,5,20,8,28,7,1,8,1,0,1,33,9,42
Telangana,"21 - Protection of Women from Domestic Violence Act, 2005",2014,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
Telangana,"22 - Information Technology Act, 2000",2014,117,1,118,208,0,208,69,1,70,0,0,0,394,2,396
Telangana,"23 - Official Secrets Act, 1923",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"24 - Electricity Act, 2003",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"25 - Wildlife Protection Act, 1972",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"26 - Bonded Labour System (Abolition) Act, 1976",2014,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
Telangana,26.1 - Against SCs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,26.2 - Against STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,26.3 - Against others,2014,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2
Telangana,"27 - Environmental (Protection) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"28 - Air (Prevention & Control of Pollution) Act, 1981",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"29 - Water (Prevention & Control of Pollution) Act, 1974(as amended in 1988)",2014,9,0,9,12,0,12,3,0,3,0,0,0,24,0,24
Telangana,"30 - National Security Act, 1980",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"31 - Unlawful Activities (Prevention) Act, 1967",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"32 - Young Persons (Harmful Publications) Act, 1956",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"33 - Railway Property (Unlawful Possession) Act, 1966",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"34 - Prevention of Damage to Public Property Act, 1984",2014,7,0,7,8,1,9,1,0,1,0,0,0,16,1,17
Telangana,"35 - Transplantation of Human Organs Act, 1994",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"36 - Trade Marks Act, 1999",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Telangana,"37 - Prevention of Insults to National Honour Act, 1971",2014,1,0,1,2,0,2,1,0,1,0,0,0,4,0,4
Telangana,"38 - State Emblem (Prohibition of Improper Use) Act, 2005",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Telangana,"39 - Lotteries (Regulation) Act, 1998",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"40 - Citizenship Act, 1955",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telangana,"41 - Foreigners Act, 1946",2014,2,0,2,7,0,7,1,0,1,0,0,0,10,0,10
Telangana,"42 - Place of Worship (Special Provisions) Act, 1991",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
