area_name,year,group_name,sub_group_name,pt_1_3_years,pt_3_5_years,pt_5_10_years,pt_6_12_months,pt_less_than_6_months,pt_over_10_years,pt_total
Chandigarh,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,24,30,58,15,8,0,135
Chhattisgarh,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1689,1278,1368,1984,1196,204,7719
Dadra & Nagar Haveli,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,28,24,22,69,10,3,156
Daman & Diu,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,26,44,23,22,3,13,131
Delhi,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,767,729,616,146,86,192,2536
Goa,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3,8,6,2,1,1,21
Gujarat,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3731,2489,808,2630,1414,163,11235
Haryana,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2650,1638,728,1001,348,44,6409
Himachal Pradesh,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,608,434,300,325,204,47,1918
Jammu & Kashmir,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,188,390,416,267,318,98,1677
Jharkhand,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3632,659,730,207,87,638,5953
Karnataka,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,4983,2562,905,2390,1386,70,12296
Kerala,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2257,1652,513,1010,191,17,5640
Madhya Pradesh,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,6630,4200,1576,5565,8479,564,27014
Maharashtra,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2993,2393,1369,1200,440,527,8922
Manipur,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,4,1,2,2,0,8,17
Meghalaya,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,4,19,7,0,0,0,30
Mizoram,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,0,0,0,0,0,0
Nagaland,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3,0,0,19,6,0,28
Odisha,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,762,593,264,232,48,74,1973
Puducherry,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,24,2,,54,203,,283
Punjab,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1307,571,136,581,277,13,2885
Rajasthan,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2572,1648,841,1351,730,429,7571
Sikkim,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,49,25,,30,,,104
Tamil Nadu,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,898,534,235,705,936,27,3335
Tripura,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,216,41,13,95,61,2,428
Uttar Pradesh,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,3953,4480,5440,87,35,795,14790
Uttarakhand,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,854,717,290,326,171,,2358
West Bengal,2007,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,840,644,459,447,270,118,2778
Andaman & Nicobar Islands,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,7,17,10,1,,,35
Andhra Pradesh,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2918,1076,355,668,263,46,5326
Arunachal Pradesh,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,0,0,0,0,0,0
Assam,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1497,1366,976,1032,411,168,5450
Bihar,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,567,703,534,103,45,92,2044
Chandigarh,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,45,14,9,14,138,3,223
Chhattisgarh,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1699,676,471,2418,2057,136,7457
Dadra & Nagar Haveli,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,21,18,14,10,5,3,71
Daman & Diu,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,79,58,31,11,13,27,219
Delhi,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,400,255,54,613,427,5,1754
Goa,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,8,3,2,0,0,13
Gujarat,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,4854,3768,1175,3572,3062,196,16627
Haryana,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2942,1897,832,1308,472,66,7517
Himachal Pradesh,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,840,329,199,368,135,56,1927
Jammu & Kashmir,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,385,256,239,384,559,52,1875
Jharkhand,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1388,1589,404,205,16,240,3842
Karnataka,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,5691,3184,1020,2649,1247,95,13886
Kerala,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2163,1478,369,611,73,25,4719
Madhya Pradesh,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,8057,3798,1673,6081,7610,667,27886
Maharashtra,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,2821,2671,1561,1009,354,782,9198
Manipur,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,1,0,4,2,26,11,44
Meghalaya,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,9,20,18,3,0,7,57
Mizoram,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,0,0,0,0,0,0,0
Nagaland,2008,PT3. Chief Judicial Magistrate,3. Chief Judicial Magistrate,23,1,0,31,23,0,78
