area_name,year,group_name,sub_group_name,police_injured_by_criminals,police_injured_by_riotous_mobs,police_injured_in_accidents,police_injured_in_dacoity_operationsother_raids,police_injured_in_terroristsextremists_operations,police_injured_on_border_duties,police_injured_total_policemen,police_killed_by_criminals,police_killed_by_riotous_mobs,police_killed_in_accidents,police_killed_in_dacoity_operationsother_raids,police_killed_in_terroristsextremists_operations,police_killed_on_border_duties,police_killed_total_policemen
Nagaland,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2002,Police - Other Gazetted Officers,6. Gazetted Officers,5,0,0,0,0,0,5,0,0,1,0,0,0,1
Puducherry,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2002,Police - Other Gazetted Officers,6. Gazetted Officers,2,0,0,0,0,0,2,0,0,0,0,0,0,0
Rajasthan,2002,Police - Other Gazetted Officers,6. Gazetted Officers,4,8,0,0,0,0,12,0,0,2,0,0,0,2
Sikkim,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,1,0,0,0,2,0,0,1,0,0,0,1
Tripura,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Uttar Pradesh,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,2,0,1,0,0,3,0,0,0,0,0,0,0
Uttarakhand,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2002,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,1,0,0,0,2,0,0,0,0,0,0,0
Arunachal Pradesh,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,1,0,1,0,2,0,0,1,0,0,0,1
Chandigarh,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Chhattisgarh,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Goa,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,1,0,0,0,2,0,0,0,0,0,0,0
Himachal Pradesh,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Police - Other Gazetted Officers,6. Gazetted Officers,1,0,0,0,2,0,3,0,0,0,0,2,0,2
Jharkhand,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Kerala,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,10,0,0,0,0,10,0,0,0,0,0,0,0
Lakshadweep,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2003,Police - Other Gazetted Officers,6. Gazetted Officers,5,6,0,0,0,0,11,2,0,0,0,0,0,2
Maharashtra,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,9,1,0,0,0,10,0,0,0,0,0,0,0
Manipur,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2003,Police - Other Gazetted Officers,6. Gazetted Officers,1,0,0,1,0,0,2,0,0,0,0,0,0,0
Puducherry,2003,Police - Other Gazetted Officers,6. Gazetted Officers,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Punjab,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Rajasthan,2003,Police - Other Gazetted Officers,6. Gazetted Officers,2,0,0,0,0,0,2,0,0,0,0,0,0,0
Sikkim,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,3,0,0,0,3,0,0,2,0,0,0,2
Tripura,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Uttar Pradesh,2003,Police - Other Gazetted Officers,6. Gazetted Officers,1,0,1,4,0,0,6,0,0,0,0,0,0,0
Uttarakhand,2003,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2003,Police - Other Gazetted Officers,6. Gazetted Officers,1,3,0,1,0,0,5,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2004,Police - Other Gazetted Officers,6. Gazetted Officers,1,2,1,0,0,0,4,0,0,0,0,0,0,0
Arunachal Pradesh,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2004,Police - Other Gazetted Officers,6. Gazetted Officers,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Himachal Pradesh,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Police - Other Gazetted Officers,6. Gazetted Officers,1,0,0,0,3,0,4,0,0,0,0,2,0,2
Jharkhand,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Karnataka,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Kerala,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Lakshadweep,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2004,Police - Other Gazetted Officers,6. Gazetted Officers,6,3,0,0,0,0,9,0,0,2,0,0,0,2
Maharashtra,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,3,0,1,0,0,4,0,0,0,0,0,0,0
Manipur,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,3,0,0,0,0,3,0,0,0,0,0,0,0
Rajasthan,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,4,0,0,0,0,4,0,0,1,0,0,0,1
Sikkim,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Tripura,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,9,0,0,0,0,9,0,0,0,0,0,0,0
Uttarakhand,2004,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2004,Police - Other Gazetted Officers,6. Gazetted Officers,1,1,1,0,0,0,3,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Arunachal Pradesh,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Assam,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,1,0,1,0,2
Chandigarh,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Goa,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,4,0,0,0,0,4,0,0,0,0,0,0,0
Gujarat,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Himachal Pradesh,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,6,0,6,0,0,0,0,0,0,0
Jharkhand,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Karnataka,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Kerala,2005,Police - Other Gazetted Officers,6. Gazetted Officers,1,5,1,0,0,0,7,0,0,0,0,0,0,0
Lakshadweep,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2005,Police - Other Gazetted Officers,6. Gazetted Officers,2,5,0,0,2,0,9,0,0,0,0,0,0,0
Maharashtra,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,7,1,0,0,0,8,0,1,1,0,0,0,2
Manipur,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,6,0,0,0,0,6,0,0,0,0,0,0,0
Mizoram,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,2005,Police - Other Gazetted Officers,6. Gazetted Officers,1,8,0,0,0,0,9,0,0,0,0,0,0,0
Sikkim,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Tripura,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2005,Police - Other Gazetted Officers,6. Gazetted Officers,2,0,1,0,0,0,3,1,0,0,0,0,0,1
Uttarakhand,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2005,Police - Other Gazetted Officers,6. Gazetted Officers,0,3,0,1,0,0,4,0,2,0,0,0,0,2
Andaman & Nicobar Islands,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,6,0,0,0,0,6,0,0,0,0,0,0,0
Arunachal Pradesh,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Bihar,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,6,0,0,0,0,6,0,0,0,0,0,0,0
Goa,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,0,0,5,0,6,0,0,0,0,0,0,0
Jharkhand,2006,Police - Other Gazetted Officers,6. Gazetted Officers,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Karnataka,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,8,0,4,0,0,12,0,0,0,0,0,0,0
Kerala,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,3,1,0,0,0,4,0,0,0,0,0,0,0
Lakshadweep,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2006,Police - Other Gazetted Officers,6. Gazetted Officers,5,6,0,0,0,0,11,0,0,0,0,0,0,0
Maharashtra,2006,Police - Other Gazetted Officers,6. Gazetted Officers,1,26,0,0,0,0,27,0,0,0,0,0,0,0
Manipur,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Puducherry,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,3,0,0,0,0,3,0,0,0,0,0,0,0
Rajasthan,2006,Police - Other Gazetted Officers,6. Gazetted Officers,1,5,0,0,0,0,6,0,0,0,0,0,0,0
Sikkim,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Tripura,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,2006,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2006,Police - Other Gazetted Officers,6. Gazetted Officers,2,4,0,0,0,0,6,0,0,1,0,0,0,1
Andaman & Nicobar Islands,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,7,0,0,0,0,7,0,0,2,0,0,0,2
Arunachal Pradesh,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Chandigarh,2007,Police - Other Gazetted Officers,6. Gazetted Officers,2,0,0,0,0,0,2,0,0,0,0,0,0,0
Chhattisgarh,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Dadra & Nagar Haveli,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,3,0,0,0,0,3,0,0,0,0,0,0,0
Goa,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2007,Police - Other Gazetted Officers,6. Gazetted Officers,6,4,0,0,0,0,10,0,0,0,0,0,0,0
Haryana,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Police - Other Gazetted Officers,6. Gazetted Officers,1,1,0,0,1,0,3,0,0,0,0,0,0,0
Jharkhand,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,1,0,0,0,1,0,0,1,0,0,0,1
Karnataka,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Kerala,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Police - Other Gazetted Officers,6. Gazetted Officers,4,4,0,0,0,0,8,0,0,0,0,0,1,1
Maharashtra,2007,Police - Other Gazetted Officers,6. Gazetted Officers,2,10,1,2,0,0,15,0,0,0,0,0,0,0
Manipur,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Mizoram,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,0,1,0,0,2,0,0,0,0,0,0,0
Puducherry,2007,Police - Other Gazetted Officers,6. Gazetted Officers,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Punjab,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Rajasthan,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,14,0,0,0,0,14,0,0,0,0,0,0,0
Sikkim,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,10,0,0,0,11,0,0,1,0,0,0,1
Tripura,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,2,0,0,0,0,2,0,0,1,0,0,0,1
Uttarakhand,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2007,Police - Other Gazetted Officers,6. Gazetted Officers,0,17,0,0,0,0,17,0,0,0,0,0,0,0
Andaman & Nicobar Islands,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,2,0,0,0,0,2,0,0,1,0,0,0,1
Arunachal Pradesh,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,2,0,0,0,2,0,0,0,0,0,0,0
Bihar,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,1,0,0,0,1,0,0,1,0,1,0,2
Chandigarh,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,2,0,0,2,0,4,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goa,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Gujarat,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,5,1,0,0,0,6,0,0,0,0,0,0,0
Haryana,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Himachal Pradesh,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,13,0,1,1,0,15,0,0,0,0,0,0,0
Jharkhand,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Karnataka,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,4,0,0,0,0,4,0,0,0,0,0,0,0
Kerala,2008,Police - Other Gazetted Officers,6. Gazetted Officers,1,2,0,0,0,0,3,0,0,0,0,0,0,0
Lakshadweep,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Police - Other Gazetted Officers,6. Gazetted Officers,8,3,0,0,0,0,11,0,0,0,0,0,0,0
Maharashtra,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,14,1,3,1,0,19,0,0,0,0,2,0,2
Manipur,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Rajasthan,2008,Police - Other Gazetted Officers,6. Gazetted Officers,2,1,0,0,0,0,3,0,0,0,0,0,0,0
Sikkim,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Police - Other Gazetted Officers,6. Gazetted Officers,0,2,0,0,0,0,2,0,0,1,0,0,0,1
