area_name,year,group_name,sub_group_name,police_injured_by_criminals,police_injured_by_riotous_mobs,police_injured_in_accidents,police_injured_in_dacoity_operationsother_raids,police_injured_in_terroristsextremists_operations,police_injured_on_border_duties,police_injured_total_policemen,police_killed_by_criminals,police_killed_by_riotous_mobs,police_killed_in_accidents,police_killed_in_dacoity_operationsother_raids,police_killed_in_terroristsextremists_operations,police_killed_on_border_duties,police_killed_total_policemen
Odisha,2006,Police - Sub-Inspectors,4. Sub-Inspectors,6,9,0,0,0,0,15,0,1,1,0,0,0,2
Puducherry,2006,Police - Sub-Inspectors,4. Sub-Inspectors,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Punjab,2006,Police - Sub-Inspectors,4. Sub-Inspectors,0,1,1,0,0,0,2,1,0,4,0,0,1,6
Rajasthan,2006,Police - Sub-Inspectors,4. Sub-Inspectors,3,4,1,0,0,0,8,0,0,0,0,0,0,0
Sikkim,2006,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2006,Police - Sub-Inspectors,4. Sub-Inspectors,3,7,28,0,0,0,38,0,0,2,0,0,0,2
Tripura,2006,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,1,0,1,0,0,0,0,1,0,1
Uttar Pradesh,2006,Police - Sub-Inspectors,4. Sub-Inspectors,12,4,4,1,0,1,22,0,0,9,2,0,0,11
Uttarakhand,2006,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2006,Police - Sub-Inspectors,4. Sub-Inspectors,5,29,4,6,0,0,44,0,0,1,0,0,0,1
Andaman & Nicobar Islands,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2007,Police - Sub-Inspectors,4. Sub-Inspectors,1,11,10,0,2,0,24,0,0,1,0,0,0,1
Arunachal Pradesh,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,1,0,2,0,3
Bihar,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,1,0,0,0,1,1,0,0,2,0,0,3
Chandigarh,2007,Police - Sub-Inspectors,4. Sub-Inspectors,2,1,0,0,0,0,3,0,0,0,0,0,0,0
Chhattisgarh,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadra & Nagar Haveli,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2007,Police - Sub-Inspectors,4. Sub-Inspectors,2,8,1,0,0,0,11,0,0,0,0,0,0,0
Goa,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,2007,Police - Sub-Inspectors,4. Sub-Inspectors,2,2,1,1,0,0,6,0,0,1,0,0,0,1
Haryana,2007,Police - Sub-Inspectors,4. Sub-Inspectors,1,0,1,0,0,0,2,0,0,1,0,0,0,1
Himachal Pradesh,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,4,0,4,0,0,0,0,0,0,0
Jharkhand,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,2,1,0,0,0,3,0,0,1,0,1,0,2
Karnataka,2007,Police - Sub-Inspectors,4. Sub-Inspectors,2,4,4,0,0,0,10,0,0,1,0,0,0,1
Kerala,2007,Police - Sub-Inspectors,4. Sub-Inspectors,26,20,5,0,0,0,51,0,0,1,0,0,0,1
Lakshadweep,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2007,Police - Sub-Inspectors,4. Sub-Inspectors,8,5,1,0,0,0,14,0,0,0,0,0,0,0
Maharashtra,2007,Police - Sub-Inspectors,4. Sub-Inspectors,9,34,15,4,1,0,63,0,0,0,0,0,0,0
Manipur,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Mizoram,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Nagaland,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2007,Police - Sub-Inspectors,4. Sub-Inspectors,2,8,0,1,0,0,11,0,0,1,0,0,0,1
Puducherry,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,1,0,0,0,1,0,0,3,0,0,0,3
Rajasthan,2007,Police - Sub-Inspectors,4. Sub-Inspectors,8,16,0,0,0,0,24,1,0,0,0,0,0,1
Sikkim,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2007,Police - Sub-Inspectors,4. Sub-Inspectors,3,4,10,0,0,0,17,0,0,7,0,0,0,7
Tripura,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Uttar Pradesh,2007,Police - Sub-Inspectors,4. Sub-Inspectors,8,3,8,1,0,0,20,0,0,14,1,0,1,16
Uttarakhand,2007,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2007,Police - Sub-Inspectors,4. Sub-Inspectors,7,45,9,3,0,0,64,0,1,1,0,0,0,2
Andaman & Nicobar Islands,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2008,Police - Sub-Inspectors,4. Sub-Inspectors,2,1,6,0,1,0,10,0,0,1,0,1,0,2
Arunachal Pradesh,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,4,0,0,0,0,4,0,0,0,0,0,0,0
Assam,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,2008,Police - Sub-Inspectors,4. Sub-Inspectors,1,0,1,1,1,0,4,2,0,3,0,0,1,6
Chandigarh,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Chhattisgarh,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,2,0,0,0,0,2,0,0,1,0,1,0,2
Dadra & Nagar Haveli,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,1,1,0,0,0,2,0,0,0,0,0,0,0
Goa,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Gujarat,2008,Police - Sub-Inspectors,4. Sub-Inspectors,2,6,3,0,0,0,11,0,0,0,0,0,0,0
Haryana,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,27,0,2,2,0,31,0,0,0,0,0,0,0
Jharkhand,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,1,0,2,0,3,0,0,0,0,5,0,5
Karnataka,2008,Police - Sub-Inspectors,4. Sub-Inspectors,2,11,4,0,0,0,17,0,0,1,0,0,1,2
Kerala,2008,Police - Sub-Inspectors,4. Sub-Inspectors,30,32,2,1,0,0,65,0,0,0,0,0,0,0
Lakshadweep,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2008,Police - Sub-Inspectors,4. Sub-Inspectors,9,5,3,0,0,0,17,0,0,0,0,0,0,0
Maharashtra,2008,Police - Sub-Inspectors,4. Sub-Inspectors,5,44,4,8,2,0,63,0,0,4,0,3,0,7
Manipur,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Nagaland,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2008,Police - Sub-Inspectors,4. Sub-Inspectors,1,0,0,0,0,1,2,0,0,0,0,1,0,1
Puducherry,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,3,0,0,0,3
Rajasthan,2008,Police - Sub-Inspectors,4. Sub-Inspectors,1,5,2,0,0,0,8,1,0,3,1,0,0,5
Sikkim,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2008,Police - Sub-Inspectors,4. Sub-Inspectors,3,5,17,0,0,0,25,0,0,3,0,0,0,3
Tripura,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2008,Police - Sub-Inspectors,4. Sub-Inspectors,3,5,3,0,0,0,11,0,0,8,0,0,0,8
Uttarakhand,2008,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2008,Police - Sub-Inspectors,4. Sub-Inspectors,5,35,26,1,0,0,67,0,0,1,0,0,0,1
Andaman & Nicobar Islands,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2009,Police - Sub-Inspectors,4. Sub-Inspectors,4,6,11,1,0,0,22,0,0,2,0,0,0,2
Arunachal Pradesh,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,3,0,0,0,0,3,0,0,0,0,0,0,0
Bihar,2009,Police - Sub-Inspectors,4. Sub-Inspectors,1,0,0,1,0,0,2,0,1,2,0,1,0,4
Chandigarh,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,2,1,0,0,0,3,0,0,1,0,0,0,1
Chhattisgarh,2009,Police - Sub-Inspectors,4. Sub-Inspectors,2,3,0,0,1,1,7,0,0,0,0,2,0,2
Dadra & Nagar Haveli,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2009,Police - Sub-Inspectors,4. Sub-Inspectors,2,1,1,0,0,0,4,0,0,1,0,0,0,1
Goa,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Gujarat,2009,Police - Sub-Inspectors,4. Sub-Inspectors,1,4,0,1,0,0,6,0,0,2,0,0,2,4
Haryana,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Himachal Pradesh,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,10,0,0,1,0,11,0,0,1,0,1,0,2
Jharkhand,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,1,0,0,2,0,3,0,0,0,0,4,0,4
Karnataka,2009,Police - Sub-Inspectors,4. Sub-Inspectors,3,9,2,0,0,0,14,0,0,0,0,0,0,0
Kerala,2009,Police - Sub-Inspectors,4. Sub-Inspectors,48,27,6,0,0,0,81,0,0,1,0,0,0,1
Lakshadweep,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2009,Police - Sub-Inspectors,4. Sub-Inspectors,5,5,1,1,0,2,14,0,0,0,0,0,0,0
Maharashtra,2009,Police - Sub-Inspectors,4. Sub-Inspectors,10,23,7,3,0,0,43,0,0,2,0,3,0,5
Manipur,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Mizoram,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2009,Police - Sub-Inspectors,4. Sub-Inspectors,1,1,0,1,1,0,4,0,0,0,0,2,0,2
Puducherry,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,3,0,0,0,0,3,0,0,1,0,0,0,1
Rajasthan,2009,Police - Sub-Inspectors,4. Sub-Inspectors,12,7,0,0,0,0,19,0,0,1,0,0,0,1
Sikkim,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,3,6,0,0,0,9,0,0,13,0,0,0,13
Tripura,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Uttar Pradesh,2009,Police - Sub-Inspectors,4. Sub-Inspectors,1,8,0,1,0,0,10,3,0,6,1,0,0,10
Uttarakhand,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,4,0,0,0,0,4,0,0,2,0,0,0,2
West Bengal,2009,Police - Sub-Inspectors,4. Sub-Inspectors,0,37,6,0,0,0,43,1,0,0,0,1,0,2
Andaman & Nicobar Islands,2010,Police - Sub-Inspectors,4. Sub-Inspectors,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Andhra Pradesh,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,13,5,0,2,0,20,0,0,2,0,0,0,2
Arunachal Pradesh,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,2010,Police - Sub-Inspectors,4. Sub-Inspectors,3,1,0,0,0,0,4,0,0,0,0,0,0,0
Bihar,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,2,0,0,1,0,3,0,0,2,0,2,0,4
Chandigarh,2010,Police - Sub-Inspectors,4. Sub-Inspectors,1,2,0,0,0,0,3,0,0,0,0,0,0,0
Chhattisgarh,2010,Police - Sub-Inspectors,4. Sub-Inspectors,1,0,0,0,1,0,2,0,0,0,0,2,0,2
Dadra & Nagar Haveli,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2010,Police - Sub-Inspectors,4. Sub-Inspectors,1,3,1,0,0,0,5,0,0,0,0,0,0,0
Goa,2010,Police - Sub-Inspectors,4. Sub-Inspectors,1,1,0,0,0,0,2,0,0,0,0,0,0,0
Gujarat,2010,Police - Sub-Inspectors,4. Sub-Inspectors,2,6,1,1,0,0,10,0,0,0,0,0,0,0
Haryana,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Himachal Pradesh,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,95,0,0,0,0,95,0,0,0,0,0,0,0
Jharkhand,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,1,0,0,0,0,1,0,0,4,0,2,0,6
Karnataka,2010,Police - Sub-Inspectors,4. Sub-Inspectors,2,10,3,0,0,0,15,0,0,0,0,0,0,0
Kerala,2010,Police - Sub-Inspectors,4. Sub-Inspectors,46,26,7,0,0,1,80,1,0,1,0,0,0,2
Lakshadweep,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2010,Police - Sub-Inspectors,4. Sub-Inspectors,9,1,0,0,0,0,10,0,0,1,0,0,0,1
Maharashtra,2010,Police - Sub-Inspectors,4. Sub-Inspectors,6,21,5,0,0,0,32,0,0,1,0,2,0,3
Manipur,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meghalaya,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizoram,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2010,Police - Sub-Inspectors,4. Sub-Inspectors,3,4,0,0,0,0,7,1,0,0,0,0,0,1
Puducherry,2010,Police - Sub-Inspectors,4. Sub-Inspectors,2,0,0,0,0,0,2,0,0,0,0,0,0,0
Punjab,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Rajasthan,2010,Police - Sub-Inspectors,4. Sub-Inspectors,22,16,0,0,0,0,38,0,0,1,0,0,0,1
Sikkim,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2010,Police - Sub-Inspectors,4. Sub-Inspectors,4,3,23,1,0,0,31,2,0,9,0,0,0,11
Tripura,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar Pradesh,2010,Police - Sub-Inspectors,4. Sub-Inspectors,3,2,2,5,0,0,12,1,0,13,0,0,0,14
Uttarakhand,2010,Police - Sub-Inspectors,4. Sub-Inspectors,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,2010,Police - Sub-Inspectors,4. Sub-Inspectors,3,35,23,4,0,0,65,0,0,1,0,1,0,2
Andaman & Nicobar Islands,2001,Police - Total,7. Total Police Killed or Injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2001,Police - Total,7. Total Police Killed or Injured,8,133,72,28,45,0,286,0,1,34,4,31,0,70
Arunachal Pradesh,2001,Police - Total,7. Total Police Killed or Injured,0,7,0,0,0,0,7,0,0,1,0,0,0,1
Assam,2001,Police - Total,7. Total Police Killed or Injured,0,4,5,4,41,0,54,4,0,5,12,13,0,34
Bihar,2001,Police - Total,7. Total Police Killed or Injured,6,13,0,3,18,0,40,2,1,0,1,10,0,14
Chandigarh,2001,Police - Total,7. Total Police Killed or Injured,3,0,14,0,0,0,17,0,0,3,0,0,0,3
Chhattisgarh,2001,Police - Total,7. Total Police Killed or Injured,0,0,4,0,15,0,19,0,0,11,0,8,0,19
Dadra & Nagar Haveli,2001,Police - Total,7. Total Police Killed or Injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2001,Police - Total,7. Total Police Killed or Injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2001,Police - Total,7. Total Police Killed or Injured,64,104,50,8,13,1,240,3,0,45,0,6,0,54
Goa,2001,Police - Total,7. Total Police Killed or Injured,0,2,6,0,0,0,8,0,0,1,0,0,0,1
Gujarat,2001,Police - Total,7. Total Police Killed or Injured,19,22,47,0,0,1,89,5,0,33,0,0,0,38
Haryana,2001,Police - Total,7. Total Police Killed or Injured,2,9,15,0,0,0,26,1,0,15,0,0,0,16
Himachal Pradesh,2001,Police - Total,7. Total Police Killed or Injured,0,17,2,0,0,0,19,0,0,2,0,0,0,2
Jammu & Kashmir,2001,Police - Total,7. Total Police Killed or Injured,27,47,27,0,281,0,382,9,0,12,0,129,0,150
Jharkhand,2001,Police - Total,7. Total Police Killed or Injured,0,0,6,3,33,0,42,14,1,5,2,22,0,44
Karnataka,2001,Police - Total,7. Total Police Killed or Injured,10,179,30,2,0,5,226,1,1,11,1,0,0,14
Kerala,2001,Police - Total,7. Total Police Killed or Injured,96,253,25,3,0,0,377,0,0,3,1,0,0,4
Lakshadweep,2001,Police - Total,7. Total Police Killed or Injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2001,Police - Total,7. Total Police Killed or Injured,50,87,16,0,0,0,153,2,0,8,0,0,0,10
Maharashtra,2001,Police - Total,7. Total Police Killed or Injured,57,499,77,48,0,0,681,4,1,63,0,1,0,69
Manipur,2001,Police - Total,7. Total Police Killed or Injured,0,0,0,5,1,0,6,0,0,2,1,1,0,4
Meghalaya,2001,Police - Total,7. Total Police Killed or Injured,1,0,0,5,0,0,6,6,0,0,7,1,0,14
Mizoram,2001,Police - Total,7. Total Police Killed or Injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2001,Police - Total,7. Total Police Killed or Injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,2001,Police - Total,7. Total Police Killed or Injured,17,23,8,8,19,0,75,0,0,5,0,6,0,11
Puducherry,2001,Police - Total,7. Total Police Killed or Injured,8,7,0,0,0,0,15,0,0,0,0,0,0,0
Punjab,2001,Police - Total,7. Total Police Killed or Injured,0,0,6,0,0,0,6,8,0,87,0,0,0,95
Rajasthan,2001,Police - Total,7. Total Police Killed or Injured,79,107,20,4,0,0,210,0,0,26,0,0,0,26
Sikkim,2001,Police - Total,7. Total Police Killed or Injured,0,0,2,0,0,0,2,0,0,2,0,0,0,2
Tamil Nadu,2001,Police - Total,7. Total Police Killed or Injured,27,94,124,25,0,0,270,0,1,32,0,1,0,34
Tripura,2001,Police - Total,7. Total Police Killed or Injured,0,0,2,0,18,0,20,0,0,1,0,16,0,17
Uttar Pradesh,2001,Police - Total,7. Total Police Killed or Injured,89,69,48,13,1,0,220,17,0,34,6,0,0,57
Uttarakhand,2001,Police - Total,7. Total Police Killed or Injured,0,5,0,0,0,0,5,0,0,7,0,0,0,7
West Bengal,2001,Police - Total,7. Total Police Killed or Injured,24,194,179,38,0,0,435,3,1,14,0,0,0,18
Andaman & Nicobar Islands,2002,Police - Total,7. Total Police Killed or Injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2002,Police - Total,7. Total Police Killed or Injured,22,69,51,3,26,0,171,0,0,42,0,13,0,55
Arunachal Pradesh,2002,Police - Total,7. Total Police Killed or Injured,0,2,0,0,0,0,2,0,0,0,0,0,0,0
Assam,2002,Police - Total,7. Total Police Killed or Injured,2,3,1,1,31,17,55,1,0,3,1,11,2,18
Bihar,2002,Police - Total,7. Total Police Killed or Injured,2,7,1,5,2,0,17,4,1,10,1,1,0,17
Chandigarh,2002,Police - Total,7. Total Police Killed or Injured,0,8,8,0,0,0,16,0,0,2,0,0,0,2
Chhattisgarh,2002,Police - Total,7. Total Police Killed or Injured,0,2,4,3,13,0,22,4,0,2,2,7,0,15
Dadra & Nagar Haveli,2002,Police - Total,7. Total Police Killed or Injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2002,Police - Total,7. Total Police Killed or Injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,2002,Police - Total,7. Total Police Killed or Injured,23,48,22,6,0,0,99,1,1,12,0,0,0,14
Goa,2002,Police - Total,7. Total Police Killed or Injured,0,0,6,0,0,0,6,0,0,0,0,0,0,0
Gujarat,2002,Police - Total,7. Total Police Killed or Injured,26,344,22,9,22,2,425,2,4,49,0,3,0,58
Haryana,2002,Police - Total,7. Total Police Killed or Injured,2,40,18,1,0,0,61,1,2,28,0,0,1,32
Himachal Pradesh,2002,Police - Total,7. Total Police Killed or Injured,0,1,3,0,0,0,4,0,0,1,0,0,0,1
Jammu & Kashmir,2002,Police - Total,7. Total Police Killed or Injured,30,38,2,0,149,0,219,7,0,9,1,79,0,96
Jharkhand,2002,Police - Total,7. Total Police Killed or Injured,0,3,0,0,38,0,41,3,0,1,0,30,0,34
Karnataka,2002,Police - Total,7. Total Police Killed or Injured,5,241,49,3,0,0,298,5,0,14,0,0,0,19
Kerala,2002,Police - Total,7. Total Police Killed or Injured,113,473,28,0,0,0,614,0,0,0,0,0,0,0
Lakshadweep,2002,Police - Total,7. Total Police Killed or Injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya Pradesh,2002,Police - Total,7. Total Police Killed or Injured,177,49,40,21,0,0,287,9,0,30,0,0,0,39
Maharashtra,2002,Police - Total,7. Total Police Killed or Injured,37,409,98,24,3,0,571,6,0,51,1,2,0,60
Manipur,2002,Police - Total,7. Total Police Killed or Injured,0,0,0,0,5,0,5,0,0,0,0,3,0,3
Meghalaya,2002,Police - Total,7. Total Police Killed or Injured,0,0,0,0,1,0,1,1,0,1,0,7,0,9
Mizoram,2002,Police - Total,7. Total Police Killed or Injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagaland,2002,Police - Total,7. Total Police Killed or Injured,0,0,3,0,0,0,3,0,0,0,0,3,0,3
Odisha,2002,Police - Total,7. Total Police Killed or Injured,36,18,6,2,1,0,63,0,0,5,1,1,0,7
Puducherry,2002,Police - Total,7. Total Police Killed or Injured,1,0,17,0,0,0,18,0,0,1,0,0,0,1
Punjab,2002,Police - Total,7. Total Police Killed or Injured,15,0,17,0,0,0,32,9,0,64,0,0,0,73
Rajasthan,2002,Police - Total,7. Total Police Killed or Injured,147,164,35,2,0,0,348,1,1,30,1,0,0,33
Sikkim,2002,Police - Total,7. Total Police Killed or Injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,2002,Police - Total,7. Total Police Killed or Injured,41,45,90,10,0,0,186,0,10,33,0,0,0,43
Tripura,2002,Police - Total,7. Total Police Killed or Injured,0,0,0,0,24,0,24,0,0,2,0,40,0,42
Uttar Pradesh,2002,Police - Total,7. Total Police Killed or Injured,47,31,34,9,3,0,124,19,6,49,5,1,0,80
Uttarakhand,2002,Police - Total,7. Total Police Killed or Injured,0,0,8,0,0,0,8,0,0,0,0,0,0,0
West Bengal,2002,Police - Total,7. Total Police Killed or Injured,45,113,82,15,27,3,285,0,0,18,0,8,1,27
Andaman & Nicobar Islands,2003,Police - Total,7. Total Police Killed or Injured,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,2003,Police - Total,7. Total Police Killed or Injured,0,36,87,1,10,0,134,0,1,35,1,14,0,51
Arunachal Pradesh,2003,Police - Total,7. Total Police Killed or Injured,5,0,0,0,0,0,5,0,0,0,0,0,0,0
