state_ut,year,crime,boys_7_12_years,girls_7_12_years,boys_12_16_years,girls_12_16_years,boys_16_18_years,girls_16_18_years,total_for_boys_all_age_groups,total_for_girls_all_age_groups,grand_total
Chandigarh,2008,Other Rape,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Kidnapping & Abduction,0,0,2,0,0,0,2,0,2
Chandigarh,2008,K & A of Women and Girls,0,0,2,0,0,0,2,0,2
Chandigarh,2008,K & A of others,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Dacoity,0,0,3,0,3,0,6,0,6
Chandigarh,2008,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Robbery,0,0,2,0,2,0,4,0,4
Chandigarh,2008,Burglary,3,0,9,0,9,0,21,0,21
Chandigarh,2008,Theft,12,0,42,0,21,0,75,0,75
Chandigarh,2008,Auto Theft,1,0,15,0,7,0,23,0,23
Chandigarh,2008,Other Theft,11,0,27,0,14,0,52,0,52
Chandigarh,2008,Riots,0,0,10,0,8,0,18,0,18
Chandigarh,2008,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Cheating,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Counterfeiting,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Arson,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Hurt/Grevious Hurt,0,0,2,0,4,0,6,0,6
Chandigarh,2008,Dowry Deaths,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Causing death by negligence,0,0,0,0,0,0,0,0,0
Chandigarh,2008,Other IPC Crimes,1,0,7,0,16,0,24,0,24
Chandigarh,2008,Total IPC Crimes,16,0,77,0,64,0,157,0,157
Chandigarh,2009,Murder,0,0,1,0,1,0,2,0,2
Chandigarh,2009,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
Chandigarh,2009,C H Not amounting to Murder,1,0,0,0,0,0,1,0,1
Chandigarh,2009,Rape,0,0,1,0,3,0,4,0,4
Chandigarh,2009,Custodial Rape,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Other Rape,0,0,1,0,3,0,4,0,4
Chandigarh,2009,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Chandigarh,2009,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Chandigarh,2009,K & A of others,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Dacoity,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Robbery,0,0,1,0,0,0,1,0,1
Chandigarh,2009,Burglary,1,0,3,0,7,0,11,0,11
Chandigarh,2009,Theft,4,0,21,1,27,0,52,1,53
Chandigarh,2009,Auto Theft,0,0,2,0,7,0,9,0,9
Chandigarh,2009,Other Theft,4,0,19,1,20,0,43,1,44
Chandigarh,2009,Riots,0,0,11,0,6,0,17,0,17
Chandigarh,2009,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Cheating,2,0,0,0,0,0,2,0,2
Chandigarh,2009,Counterfeiting,0,0,2,0,0,0,2,0,2
Chandigarh,2009,Arson,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Hurt/Grevious Hurt,0,0,2,0,3,0,5,0,5
Chandigarh,2009,Dowry Deaths,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Causing death by negligence,0,0,0,0,0,0,0,0,0
Chandigarh,2009,Other IPC Crimes,2,0,11,0,23,0,36,0,36
Chandigarh,2009,Total IPC Crimes,10,0,53,1,70,0,133,1,134
Chandigarh,2010,Murder,0,0,4,0,5,0,9,0,9
Chandigarh,2010,Attempt to Commit Murder,0,0,3,0,3,0,6,0,6
Chandigarh,2010,C H Not amounting to Murder,0,0,0,0,1,0,1,0,1
Chandigarh,2010,Rape,0,0,5,0,2,0,7,0,7
Chandigarh,2010,Custodial Rape,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Other Rape,0,0,5,0,2,0,7,0,7
Chandigarh,2010,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
Chandigarh,2010,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
Chandigarh,2010,K & A of others,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Dacoity,0,0,0,0,3,0,3,0,3
Chandigarh,2010,Preparation & Assembly for Dacoity,0,0,1,0,3,0,4,0,4
Chandigarh,2010,Robbery,0,0,7,0,6,0,13,0,13
Chandigarh,2010,Burglary,2,0,18,0,10,0,30,0,30
Chandigarh,2010,Theft,4,0,12,0,15,0,31,0,31
Chandigarh,2010,Auto Theft,1,0,1,0,2,0,4,0,4
Chandigarh,2010,Other Theft,3,0,11,0,13,0,27,0,27
Chandigarh,2010,Riots,0,0,6,0,8,0,14,0,14
Chandigarh,2010,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Cheating,0,0,2,0,0,0,2,0,2
Chandigarh,2010,Counterfeiting,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Arson,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Hurt/Grevious Hurt,0,0,7,0,6,0,13,0,13
Chandigarh,2010,Dowry Deaths,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Causing death by negligence,0,0,0,0,0,0,0,0,0
Chandigarh,2010,Other IPC Crimes,1,0,13,0,19,0,33,0,33
Chandigarh,2010,Total IPC Crimes,7,0,78,0,81,0,166,0,166
D&N Haveli,2001,Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Custodial Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Other Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,K & A of others,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Robbery,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Burglary,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Theft,0,0,2,0,0,0,2,0,2
D&N Haveli,2001,Auto Theft,0,0,2,0,0,0,2,0,2
D&N Haveli,2001,Other Theft,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Riots,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Cheating,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Counterfeiting,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Arson,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Dowry Deaths,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Causing death by negligence,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Other IPC Crimes,0,0,0,0,0,0,0,0,0
D&N Haveli,2001,Total IPC Crimes,0,0,2,0,0,0,2,0,2
D&N Haveli,2002,Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Custodial Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Other Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,K & A of others,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Robbery,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Burglary,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Theft,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Auto Theft,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Other Theft,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Riots,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Cheating,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Counterfeiting,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Arson,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Dowry Deaths,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Causing death by negligence,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Other IPC Crimes,0,0,0,0,0,0,0,0,0
D&N Haveli,2002,Total IPC Crimes,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Custodial Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Other Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,K & A of others,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Robbery,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Burglary,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Theft,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Auto Theft,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Other Theft,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Riots,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Cheating,0,0,1,0,0,0,1,0,1
D&N Haveli,2003,Counterfeiting,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Arson,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Dowry Deaths,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Causing death by negligence,0,0,0,0,0,0,0,0,0
D&N Haveli,2003,Other IPC Crimes,0,0,0,0,1,0,1,0,1
D&N Haveli,2003,Total IPC Crimes,0,0,1,0,1,0,2,0,2
D&N Haveli,2004,Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Custodial Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Other Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,K & A of others,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Robbery,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Burglary,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Theft,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Auto Theft,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Other Theft,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Riots,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Cheating,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Counterfeiting,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Arson,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Hurt/Grevious Hurt,0,0,0,0,1,0,1,0,1
D&N Haveli,2004,Dowry Deaths,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Causing death by negligence,0,0,0,0,0,0,0,0,0
D&N Haveli,2004,Other IPC Crimes,0,0,0,1,1,1,1,2,3
D&N Haveli,2004,Total IPC Crimes,0,0,0,1,2,1,2,2,4
D&N Haveli,2005,Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Custodial Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Other Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,K & A of others,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Robbery,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Burglary,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Theft,0,0,0,0,3,0,3,0,3
D&N Haveli,2005,Auto Theft,0,0,0,0,2,0,2,0,2
D&N Haveli,2005,Other Theft,0,0,0,0,1,0,1,0,1
D&N Haveli,2005,Riots,0,0,0,0,3,0,3,0,3
D&N Haveli,2005,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Cheating,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Counterfeiting,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Arson,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Hurt/Grevious Hurt,1,0,2,0,5,0,8,0,8
D&N Haveli,2005,Dowry Deaths,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Causing death by negligence,0,0,0,0,0,0,0,0,0
D&N Haveli,2005,Other IPC Crimes,0,0,3,0,2,0,5,0,5
D&N Haveli,2005,Total IPC Crimes,1,0,5,0,13,0,19,0,19
D&N Haveli,2006,Murder,0,0,2,0,1,0,3,0,3
D&N Haveli,2006,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Custodial Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Other Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,K & A of others,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Robbery,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Burglary,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Theft,0,0,0,0,4,0,4,0,4
D&N Haveli,2006,Auto Theft,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Other Theft,0,0,0,0,4,0,4,0,4
D&N Haveli,2006,Riots,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Cheating,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Counterfeiting,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Arson,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Dowry Deaths,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Causing death by negligence,0,0,0,0,0,0,0,0,0
D&N Haveli,2006,Other IPC Crimes,0,0,2,0,0,0,2,0,2
D&N Haveli,2006,Total IPC Crimes,0,0,4,0,5,0,9,0,9
D&N Haveli,2007,Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Custodial Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Other Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,K & A of others,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Robbery,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Burglary,0,0,3,0,2,0,5,0,5
D&N Haveli,2007,Theft,1,0,2,0,1,0,4,0,4
D&N Haveli,2007,Auto Theft,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Other Theft,1,0,2,0,1,0,4,0,4
D&N Haveli,2007,Riots,0,0,0,0,2,0,2,0,2
D&N Haveli,2007,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Cheating,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Counterfeiting,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Arson,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Dowry Deaths,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Causing death by negligence,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Other IPC Crimes,0,0,0,0,0,0,0,0,0
D&N Haveli,2007,Total IPC Crimes,1,0,5,0,5,0,11,0,11
D&N Haveli,2008,Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Custodial Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Other Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Kidnapping & Abduction,0,0,0,0,1,0,1,0,1
D&N Haveli,2008,K & A of Women and Girls,0,0,0,0,1,0,1,0,1
D&N Haveli,2008,K & A of others,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Robbery,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Burglary,0,0,0,0,1,0,1,0,1
D&N Haveli,2008,Theft,0,0,7,0,7,0,14,0,14
D&N Haveli,2008,Auto Theft,0,0,0,0,1,0,1,0,1
D&N Haveli,2008,Other Theft,0,0,7,0,6,0,13,0,13
D&N Haveli,2008,Riots,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Cheating,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Counterfeiting,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Arson,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Dowry Deaths,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Assault on Women wih intent to outrage h,0,0,0,0,4,0,4,0,4
D&N Haveli,2008,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Causing death by negligence,0,0,0,0,0,0,0,0,0
D&N Haveli,2008,Other IPC Crimes,0,0,0,0,2,0,2,0,2
D&N Haveli,2008,Total IPC Crimes,0,0,7,0,15,0,22,0,22
D&N Haveli,2009,Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Attempt to Commit Murder,0,0,0,0,1,0,1,0,1
D&N Haveli,2009,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Rape,0,0,1,0,1,0,2,0,2
D&N Haveli,2009,Custodial Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Other Rape,0,0,1,0,1,0,2,0,2
D&N Haveli,2009,Kidnapping & Abduction,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,K & A of Women and Girls,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,K & A of others,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Robbery,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Burglary,0,0,1,0,0,0,1,0,1
D&N Haveli,2009,Theft,0,0,8,0,8,0,16,0,16
D&N Haveli,2009,Auto Theft,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Other Theft,0,0,8,0,8,0,16,0,16
D&N Haveli,2009,Riots,0,0,0,0,2,0,2,0,2
D&N Haveli,2009,Criminal Breach of Trust,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Cheating,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Counterfeiting,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Arson,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Hurt/Grevious Hurt,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Dowry Deaths,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Assault on Women wih intent to outrage h,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Insult to Modesty of Women,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Cruelty by Husband or Relatives,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Importation of girls from Foreign Countr,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Causing death by negligence,0,0,0,0,0,0,0,0,0
D&N Haveli,2009,Other IPC Crimes,0,0,0,0,4,0,4,0,4
D&N Haveli,2009,Total IPC Crimes,0,0,10,0,16,0,26,0,26
D&N Haveli,2010,Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,Attempt to Commit Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,C H Not amounting to Murder,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,Custodial Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,Other Rape,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,Kidnapping & Abduction,0,0,0,0,2,0,2,0,2
D&N Haveli,2010,K & A of Women and Girls,0,0,0,0,2,0,2,0,2
D&N Haveli,2010,K & A of others,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,Preparation & Assembly for Dacoity,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,Robbery,0,0,0,0,0,0,0,0,0
D&N Haveli,2010,Burglary,0,0,4,0,4,0,8,0,8
D&N Haveli,2010,Theft,0,0,1,0,4,0,5,0,5
